model,test_id,question,expected_answer,actual_answer,precision,recall,f1_score,cosine_similarity,semantic_similarity,token_overlap,answer_relevance,hallucination_score,faithfulness,answer_completeness,key_information_coverage,exact_match,latency_seconds
filter_bge_mistral_v01,11,"I studied IT, which programs can I apply for?","Based on your It background, here are programs:

Bachelor Programs:
  - Mobile App Development B.Sc.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Computer Science (International) B.Sc.
  - Engineering Science (international) B.Eng.

Master's Programs:
  - Computer Science M.Sc.
  - Digital Business Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on your It background, here are programs:

Bachelor Programs:
  - Mobile App Development B.Sc.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Computer Science (International) B.Sc.
  - Engineering Science (international) B.Eng.

Master's Programs:
  - Computer Science M.Sc.
  - Digital Business Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,0.9999999403953552,1.0000001192092896,1.0,0.5848681926727295,0.0,1.0000000476837159,1.0,1.0,1.0,0.0004546642303466797
filter_bge_mistral_v01,12,"I studied informatics, what master programs can I apply to?","Based on your Informatics background, here are Master programs:

  - Computer Science M.Sc.
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on your Informatics background, here are Master programs:

  - Computer Science M.Sc.
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.000000238418579,1.0000001192092896,1.0,0.7752419710159302,0.0,1.0000000476837159,1.0,1.0,1.0,0.0003459453582763672
filter_bge_mistral_v01,13,"I have a Science background, what bachelor programs can I apply to?","Based on your Science background, here are Bachelor programs:

  - Innovative Textiles B.Eng.
  - Textile Design B.A.
  - Mobile App Development B.Sc.
  - Design and Mobility B.A.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Environmental Engineering (B.Eng.)
  - Engineering Science (international) B.Eng.
  - Computer Science (International) B.Sc.

Please verify specific admission requirements before applying.","Based on your Science background, here are Bachelor programs:

  - Innovative Textiles B.Eng.
  - Textile Design B.A.
  - Mobile App Development B.Sc.
  - Design and Mobility B.A.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Environmental Engineering (B.Eng.)
  - Engineering Science (international) B.Eng.
  - Computer Science (International) B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.5343352556228638,0.0,0.9999999761581421,1.0,1.0,1.0,0.0002498626708984375
filter_bge_mistral_v01,14,"I have a Business background,  what bachelor programs can I apply to?","Based on your Business background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Business Information Systems B.Sc.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on your Business background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Business Information Systems B.Sc.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.6845149993896484,0.0,1.0,1.0,1.0,1.0,0.0002219676971435547
filter_bge_mistral_v01,15,"I completed my high school from Arts, what bachelor programs can I apply to?","Based on your Arts background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on your Arts background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.0000001192092896,1.0000001192092896,1.0,0.5786153078079224,0.0,1.0000000476837159,1.0,1.0,1.0,0.0002498626708984375
filter_bge_mistral_v01,16,What engineering bachelor programs does Hof University offer?,"Here are the programs in Engineering (Bachelor level):

  - Design and Mobility B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - Textile Design B.A.","Here are the programs in Engineering (Bachelor level):

  - Design and Mobility B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - Textile Design B.A.",1.0,1.0,1.0,1.0,1.0,1.0,0.5653886198997498,0.0,1.0,1.0,1.0,1.0,0.00012731552124023438
filter_bge_mistral_v01,17,Computer science bachelor programs?,"Here are the programs in Computer Science (Bachelor level):

  - Business Information Systems B.Sc.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.","Here are the programs in Computer Science (Bachelor level):

  - Business Information Systems B.Sc.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.",1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.7251608967781067,0.0,1.0,1.0,1.0,1.0,0.00010967254638671875
filter_bge_mistral_v01,18,What master programs are in engineering?,"Here are the programs in Engineering (Master level):

  - Artificial Intelligence Aided Mobility Design M.A.
  - Composite Materials M.Eng.
  - International Project Management M.Eng./M.A.
  - Mechanical Engineering M.Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","Here are the programs in Engineering (Master level):

  - Artificial Intelligence Aided Mobility Design M.A.
  - Composite Materials M.Eng.
  - International Project Management M.Eng./M.A.
  - Mechanical Engineering M.Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.",1.0,1.0,1.0,1.0000001192092896,1.0,1.0,0.6791003942489624,0.0,1.0,1.0,1.0,1.0,0.0001201629638671875
filter_bge_mistral_v01,19,Computer science master programs?,"Here are the programs in Computer Science (Master level):

  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Computer Science M.Sc.","Here are the programs in Computer Science (Master level):

  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Computer Science M.Sc.",1.0,1.0,1.0,1.0,1.0,1.0,0.7125652432441711,0.0,1.0,1.0,1.0,1.0,0.00010943412780761719
filter_bge_mistral_v01,20,English-taught master programs?,"Here are the programs English-taught (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence Aided Mobility Design M.A.
  - Artificial Intelligence and Robotics M.Sc.
  - Digital Business Management (M.Sc.)
  - Digitalization and Innovation M.B.A.
  - General Management M.B.A.
  - Global Management M.A.
  - Operational Excellence M.B.A. and Eng.
  - Software Engineering for Industrial Applications M.Eng.
  - Sustainable Engineering and Project Management  M.B.A. and Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","Here are the programs English-taught (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence Aided Mobility Design M.A.
  - Artificial Intelligence and Robotics M.Sc.
  - Digital Business Management (M.Sc.)
  - Digitalization and Innovation M.B.A.
  - General Management M.B.A.
  - Global Management M.A.
  - Operational Excellence M.B.A. and Eng.
  - Software Engineering for Industrial Applications M.Eng.
  - Sustainable Engineering and Project Management  M.B.A. and Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.",1.0,1.0,1.0,1.0000001192092896,0.9999999403953552,1.0,0.5043202638626099,0.0,0.9999999761581421,1.0,1.0,1.0,0.00010061264038085938
filter_bge_mistral_v01,21,German master programs in business?,"Here are the programs German-taught in Business (Master level):

  - Applied Psychology M.Sc.
  - Human Resource Management and Labour Law LL.M./M.A.
  - Marketing Management M.Sc.
  - Supply Chain Management M.Sc.","Here are the programs German-taught in Business (Master level):

  - Applied Psychology M.Sc.
  - Human Resource Management and Labour Law LL.M./M.A.
  - Marketing Management M.Sc.
  - Supply Chain Management M.Sc.",1.0,1.0,1.0,1.0000001192092896,0.9999999403953552,1.0,0.7470051050186157,0.0,0.9999999761581421,1.0,1.0,1.0,0.00010776519775390625
filter_bge_mistral_v01,22,Which programs are taught in German?,I found several German-taught programs. Would you like to see Bachelor or Master programs?,I found several German-taught programs. Would you like to see Bachelor or Master programs?,1.0,1.0,1.0,1.0,1.0,1.0,0.7823896408081055,0.0,1.0,1.0,1.0,1.0,0.00011682510375976562
filter_bge_mistral_v01,23,English business master programs with no tuition?,"Here are the programs English-taught tuition-free in Business (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Digital Business Management (M.Sc.)
  - Global Management M.A.","Here are the programs English-taught tuition-free in Business (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Digital Business Management (M.Sc.)
  - Global Management M.A.",1.0,1.0,1.0,1.0000001192092896,1.0,1.0,0.6881227493286133,0.0,1.0,1.0,1.0,1.0,0.00010371208190917969
filter_bge_mistral_v01,24,Programs starting in winter semester?,Application deadlines vary by program. Please specify which program.,Application deadlines vary by program. Please specify which program.,1.0,1.0,1.0,1.0,1.0000001192092896,1.0,0.35711950063705444,0.0,1.0000000476837159,1.0,1.0,1.0,0.21500825881958008
filter_bge_mistral_v01,25,What programs start in summer semester?,Application deadlines vary by program. Please specify which program.,Application deadlines vary by program. Please specify which program.,1.0,1.0,1.0,1.0,1.0000001192092896,1.0,0.2795638144016266,0.0,1.0000000476837159,1.0,1.0,1.0,0.23409509658813477
filter_bge_mistral_v01,26,What is the application deadlines for bachelor programs?,Application deadlines vary by program. Please specify which program.,"Here are the programs (Bachelor level):

  - Business Administration B.A.
  - Business Information Systems B.Sc.
  - Business Law LL.B.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Design and Mobility B.A.
  - Economic Psychology B.Sc.
  - Economic and Organizational Sociology B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - International Management B.A.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.
  - Textile Design B.A.",0.0,0.0,0.0,0.21461768448352814,0.21461768448352814,0.0,0.489439457654953,1.0,0.04292353689670563,0.0,0.0,0.0,0.0001266002655029297
filter_bge_mistral_v01,27,deadlines for AI and robotics?,The application deadline for the Artificial Intelligence and Robotics M. Sc. program is November 5 - November 30.,November 5 - November 30,1.0,0.3,0.4615384615384615,0.4906006455421448,0.49060067534446716,0.17647058823529413,0.19581955671310425,0.0,0.7962402701377869,0.3333333333333333,0.5833333333333334,0.0,0.21254372596740723
filter_bge_mistral_v01,28,What is the application deadline for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,May 1 - July 15,1.0,0.2857142857142857,0.4444444444444445,0.2244744598865509,0.2244744747877121,0.4166666666666667,0.25807756185531616,0.0,0.6897897899150849,0.3333333333333333,0.6666666666666666,0.0,0.21085548400878906
filter_bge_mistral_v01,29,application period for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,May 1 - July 15,1.0,0.2857142857142857,0.4444444444444445,0.2244744598865509,0.2244744747877121,0.4166666666666667,0.1756613850593567,0.0,0.6897897899150849,0.3333333333333333,0.6666666666666666,0.0,0.2110896110534668
filter_bge_mistral_v01,30,When can I apply for Global Management?,Application period for Global Management M. A.: Winter semester: EU: May 1 - July 15 Non-EU: April 15 - May 31 Summer semester: EU: November 15 - January 15 Non-EU: November 5 - November 30 ,Winter semester: EU: May 1 - July 15 Non-EU: April 15 - May 31 Summer semester: EU: November 15 - January 15 Non-EU: November 5 - November 30,1.0,0.6875,0.8148148148148148,0.7320159673690796,0.73201584815979,0.6956521739130435,0.3384314179420471,0.0,0.8928063392639161,0.3333333333333333,0.8636363636363636,0.0,0.24141144752502441
filter_bge_mistral_v01,31,How can I apply to the Business Law program?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-law-llb.html,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-law-llb.html,1.0,1.0,1.0,1.0,1.0,1.0,0.7330487966537476,0.0,1.0,1.0,1.0,1.0,0.25968122482299805
filter_bge_mistral_v01,32,Application link for Textile Design master?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/textile-design-ma.html,https://www.hof-university.com/studying-at-hof-university/our-degree-programs/textile-design-ma.html,1.0,0.8888888888888888,0.9411764705882353,0.8893370628356934,0.8893368244171143,0.2,0.655833899974823,0.0,0.9557347297668457,0.75,0.5,0.0,0.25732922554016113
filter_bge_mistral_v01,33,Where do I apply for Business Administration?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-administration-ba.html,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-administration-ba.html,1.0,1.0,1.0,1.0000001192092896,0.9999998807907104,1.0,0.6745055317878723,0.0,0.9999999523162841,1.0,1.0,1.0,0.25972890853881836
filter_bge_mistral_v01,34,Is there any tuition fee for Artificial Intelligence Aided Mobility Design?,none,No tuition fees.,0.0,1.0,0.0,0.17552492022514343,0.17552489042282104,0.0,0.4949047565460205,1.0,0.049146969318389896,0.0,0.5,0.0,0.23568081855773926
filter_bge_mistral_v01,35,Tuition fee for Software Engineering for Industrial Applications?,"3,300 € per semester","3,300 € per semester",1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.45728716254234314,0.0,1.0,1.0,1.0,1.0,0.21309804916381836
filter_bge_mistral_v01,36,is there any tuition fees for bachelor programs?,There is no tuition fees for bachelor programs.,There is no tuition fees for bachelor programs.,1.0,1.0,1.0,1.0,1.0000001192092896,1.0,0.7179722785949707,0.0,1.0000000476837159,1.0,1.0,1.0,0.23942351341247559
filter_bge_mistral_v01,37,is there any tuition fees for masters programs?,"Tuition fees vary by program. Some master programs are free, others charge fees. Please specify which program.","Tuition fees vary by program. Some master programs are free, others charge fees. Please specify which program.",1.0,1.0,1.0,1.000000238418579,1.0000001192092896,1.0,0.754967451095581,0.0,1.0000000476837159,1.0,1.0,1.0,0.23817038536071777
filter_bge_mistral_v01,38,Global Management offered in which semester?,Global Management M. A. offered in Winter and summer semester,Winter and summer semester,1.0,0.42857142857142855,0.6,0.6303220987319946,0.6303220987319946,0.4,0.43748146295547485,0.0,0.8521288394927978,0.3333333333333333,0.3333333333333333,0.0,0.23412847518920898
filter_bge_mistral_v01,39,When does Economic and Organizational Sociology start?,Economic and Organizational Sociology B. A. start on Winter semester,Economic and Organizational Sociology B. A. starts in Winter semester,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9829192161560059,0.9829190373420715,0.6666666666666666,0.7594454884529114,0.14285714285714285,0.907453329222543,1.0,1.0,0.0,0.21297097206115723
filter_bge_mistral_v01,40,Sustainable Engineering and Project Management start on which semester?,Sustainable Engineering and Project Management  M. B. A. and Eng. starts in Winter and summer semester,Winter and summer semester,1.0,0.3,0.4615384615384615,0.5258758068084717,0.5258757472038269,0.2857142857142857,0.43412911891937256,0.0,0.8103502988815308,0.2,0.16666666666666666,0.0,0.25754737854003906
filter_bge_mistral_v01,41,How many semester for Artificial Intelligence and Robotics?,3 semesters,3 semesters,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.5551770925521851,0.0,0.9999999761581421,1.0,1.0,1.0,0.24024701118469238
filter_bge_mistral_v01,42,Number of semester for Digitalization and Innovation?,4 semesters,4 semesters,1.0,1.0,1.0,1.0000001192092896,1.0,1.0,0.5461156368255615,0.0,1.0,1.0,1.0,1.0,0.2365109920501709
filter_bge_mistral_v01,43,How much time needed to complete Business Information Systems?,7 semesters,7 semesters,1.0,1.0,1.0,1.0,1.0,1.0,0.3475547432899475,0.0,1.0,1.0,1.0,1.0,0.21310663223266602
filter_bge_mistral_v01,44,Who should I contact for the AI and Robotics program?,"You can reach out to Prof. Dr. Michael Spangenberg (Head Of Program, michael.spangenberg@hof-university.de) or Sabine Figura-Ogrodnik (Program Manager, sabine.figura-ogrodnik@hof-university.de)","You can reach out to Prof. Dr. Michael Spangenberg (Head Of Program, michael.spangenberg@hof-university.de) or Sabine Figura-Ogrodnik (Student Affairs Program Manager, sabine.figura-ogrodnik@hof-university.de)",0.8235294117647058,0.9333333333333333,0.8749999999999999,0.919131875038147,0.9191317558288574,0.8181818181818182,0.3459704518318176,0.17647058823529413,0.8617703493903666,1.0,1.0,0.0,0.30608177185058594
filter_bge_mistral_v01,45,Contact persons for Global Management program?,"You can reach out to Prof. Dr. Fridtjof Langenhan (Head Of Program, fridtjof.langenhan@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Kathrin Schötz (Student Affairs Program Manager, kathrin.schoetz@hof-university.de)","You can reach out to Prof. Dr. Fridtjof Langenhan (Head Of Program, fridtjof.langenhan@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Kathrin Schötz (Student Affairs Program Manager, kathrin.schoetz@hof-university.de)",1.0,1.0,1.0,1.0,1.0,1.0,0.4216640889644623,0.0,1.0,1.0,1.0,1.0,0.33873963356018066
filter_bge_mistral_v01,46,Contact information for Economic and Organizational Sociology,"You can reach out to Prof. Dr. Carsten Stark (Head Of Program, carsten.stark@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Holger Edelmann (Student Affairs Program Manager, holger.edelmann@hof-university.de)","You can reach out to Prof. Dr. Carsten Stark (Head Of Program, carsten.stark@hof-university.de), Doreen Rustler (Student Counseling, doreen.rustler@hof-university.de), Holger Edelmann (Student Affairs Program Manager, holger.edelmann@hof-university.de)",1.0,1.0,1.0,1.0,1.0000001192092896,1.0,0.24632787704467773,0.0,1.0000000476837159,1.0,1.0,1.0,0.3136873245239258
filter_bge_mistral_v01,47,Who can I reach out for Sustainable Engineering and Project Management?,"You can reach out to Prof. Dr.-Ing. Christoph Koch (Head Of Program, christoph.koch@hof-university.de), Shuyi Yang (Program Management Graduate School, graduate.school@hof-university.de), Elisa Dähne (Student Affairs Progam Manager, elisa.daehne@hof-university.de)","You can reach out to Prof. Dr.-Ing. Christoph Koch (Head Of Program, christoph.koch@hof-university.de), Shuyi Yang (Program Management Graduate School, graduate.school@hof-university.de), Elisa Dähne (Student Affairs Progam Manager, elisa.daehne@hof-university.de)",1.0,1.0,1.0,1.0,1.0,1.0,0.4572409391403198,0.0,1.0,1.0,1.0,1.0,0.34179067611694336
