model,test_id,question,expected_answer,actual_answer,precision,recall,f1_score,cosine_similarity,semantic_similarity,token_overlap,answer_relevance,hallucination_score,faithfulness,answer_completeness,key_information_coverage,exact_match,latency_seconds
filter_minilm_qwen,11,"I studied IT, which programs can I apply for?","Based on your It background, here are programs:

Bachelor Programs:
  - Mobile App Development B.Sc.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Computer Science (International) B.Sc.
  - Engineering Science (international) B.Eng.

Master's Programs:
  - Computer Science M.Sc.
  - Digital Business Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on your It background, here are programs:

Bachelor Programs:
  - Mobile App Development B.Sc.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Computer Science (International) B.Sc.
  - Engineering Science (international) B.Eng.

Master's Programs:
  - Computer Science M.Sc.
  - Digital Business Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,0.9999999403953552,1.0000001192092896,1.0,0.5848681926727295,0.0,1.0000000476837159,1.0,1.0,1.0,0.0004496574401855469
filter_minilm_qwen,12,"I studied informatics, what master programs can I apply to?","Based on your Informatics background, here are Master programs:

  - Computer Science M.Sc.
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on your Informatics background, here are Master programs:

  - Computer Science M.Sc.
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.000000238418579,1.0000001192092896,1.0,0.7752419710159302,0.0,1.0000000476837159,1.0,1.0,1.0,0.0003228187561035156
filter_minilm_qwen,13,"I have a Science background, what bachelor programs can I apply to?","Based on your Science background, here are Bachelor programs:

  - Innovative Textiles B.Eng.
  - Textile Design B.A.
  - Mobile App Development B.Sc.
  - Design and Mobility B.A.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Environmental Engineering (B.Eng.)
  - Engineering Science (international) B.Eng.
  - Computer Science (International) B.Sc.

Please verify specific admission requirements before applying.","Based on your Science background, here are Bachelor programs:

  - Innovative Textiles B.Eng.
  - Textile Design B.A.
  - Mobile App Development B.Sc.
  - Design and Mobility B.A.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Environmental Engineering (B.Eng.)
  - Engineering Science (international) B.Eng.
  - Computer Science (International) B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.5343352556228638,0.0,0.9999999761581421,1.0,1.0,1.0,0.00024962425231933594
filter_minilm_qwen,14,"I have a Business background,  what bachelor programs can I apply to?","Based on your Business background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Business Information Systems B.Sc.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on your Business background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Business Information Systems B.Sc.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.000000238418579,1.0,1.0,0.6845149993896484,0.0,1.0,1.0,1.0,1.0,0.00021600723266601562
filter_minilm_qwen,15,"I completed my high school from Arts, what bachelor programs can I apply to?","Based on your Arts background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on your Arts background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.",1.0,1.0,1.0,1.0000001192092896,1.0000001192092896,1.0,0.5786153078079224,0.0,1.0000000476837159,1.0,1.0,1.0,0.0002512931823730469
filter_minilm_qwen,16,What engineering bachelor programs does Hof University offer?,"Here are the programs in Engineering (Bachelor level):

  - Design and Mobility B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - Textile Design B.A.","Here are the programs in Engineering (Bachelor level):

  - Design and Mobility B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - Textile Design B.A.",1.0,1.0,1.0,1.0,1.0,1.0,0.5653886198997498,0.0,1.0,1.0,1.0,1.0,0.00013566017150878906
filter_minilm_qwen,17,Computer science bachelor programs?,"Here are the programs in Computer Science (Bachelor level):

  - Business Information Systems B.Sc.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.","Here are the programs in Computer Science (Bachelor level):

  - Business Information Systems B.Sc.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.",1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.7251608967781067,0.0,1.0,1.0,1.0,1.0,0.00011849403381347656
filter_minilm_qwen,18,What master programs are in engineering?,"Here are the programs in Engineering (Master level):

  - Artificial Intelligence Aided Mobility Design M.A.
  - Composite Materials M.Eng.
  - International Project Management M.Eng./M.A.
  - Mechanical Engineering M.Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","Here are the programs in Engineering (Master level):

  - Artificial Intelligence Aided Mobility Design M.A.
  - Composite Materials M.Eng.
  - International Project Management M.Eng./M.A.
  - Mechanical Engineering M.Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.",1.0,1.0,1.0,1.0000001192092896,1.0,1.0,0.6791003942489624,0.0,1.0,1.0,1.0,1.0,0.00014591217041015625
filter_minilm_qwen,19,Computer science master programs?,"Here are the programs in Computer Science (Master level):

  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Computer Science M.Sc.","Here are the programs in Computer Science (Master level):

  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Computer Science M.Sc.",1.0,1.0,1.0,1.0,1.0,1.0,0.7125652432441711,0.0,1.0,1.0,1.0,1.0,0.00011372566223144531
filter_minilm_qwen,20,English-taught master programs?,"Here are the programs English-taught (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence Aided Mobility Design M.A.
  - Artificial Intelligence and Robotics M.Sc.
  - Digital Business Management (M.Sc.)
  - Digitalization and Innovation M.B.A.
  - General Management M.B.A.
  - Global Management M.A.
  - Operational Excellence M.B.A. and Eng.
  - Software Engineering for Industrial Applications M.Eng.
  - Sustainable Engineering and Project Management  M.B.A. and Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","Here are the programs English-taught (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence Aided Mobility Design M.A.
  - Artificial Intelligence and Robotics M.Sc.
  - Digital Business Management (M.Sc.)
  - Digitalization and Innovation M.B.A.
  - General Management M.B.A.
  - Global Management M.A.
  - Operational Excellence M.B.A. and Eng.
  - Software Engineering for Industrial Applications M.Eng.
  - Sustainable Engineering and Project Management  M.B.A. and Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.",1.0,1.0,1.0,1.0000001192092896,0.9999999403953552,1.0,0.5043202638626099,0.0,0.9999999761581421,1.0,1.0,1.0,0.00010752677917480469
filter_minilm_qwen,21,German master programs in business?,"Here are the programs German-taught in Business (Master level):

  - Applied Psychology M.Sc.
  - Human Resource Management and Labour Law LL.M./M.A.
  - Marketing Management M.Sc.
  - Supply Chain Management M.Sc.","Here are the programs German-taught in Business (Master level):

  - Applied Psychology M.Sc.
  - Human Resource Management and Labour Law LL.M./M.A.
  - Marketing Management M.Sc.
  - Supply Chain Management M.Sc.",1.0,1.0,1.0,1.0000001192092896,0.9999999403953552,1.0,0.7470051050186157,0.0,0.9999999761581421,1.0,1.0,1.0,0.00011491775512695312
filter_minilm_qwen,22,Which programs are taught in German?,I found several German-taught programs. Would you like to see Bachelor or Master programs?,I found several German-taught programs. Would you like to see Bachelor or Master programs?,1.0,1.0,1.0,1.0,1.0,1.0,0.7823896408081055,0.0,1.0,1.0,1.0,1.0,0.00012421607971191406
filter_minilm_qwen,23,English business master programs with no tuition?,"Here are the programs English-taught tuition-free in Business (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Digital Business Management (M.Sc.)
  - Global Management M.A.","Here are the programs English-taught tuition-free in Business (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Digital Business Management (M.Sc.)
  - Global Management M.A.",1.0,1.0,1.0,1.0000001192092896,1.0,1.0,0.6881227493286133,0.0,1.0,1.0,1.0,1.0,0.00010466575622558594
filter_minilm_qwen,24,Programs starting in winter semester?,Application deadlines vary by program. Please specify which program.,"The following programs start in winter semester:
- General Management M. B. A.
- Design and Mobility B. A.
- Global Management M. A.
- Computer Science M. Sc.

If you need specific application deadlines for these or any other programs, please specify which program you're interested in.",0.22727272727272727,1.0,0.37037037037037035,0.5849664211273193,0.5849664211273193,0.11904761904761904,0.6864001750946045,0.7727272727272727,0.18517510240728208,0.5,0.0,0.0,2.2648158073425293
filter_minilm_qwen,25,What programs start in summer semester?,Application deadlines vary by program. Please specify which program.,I don't have that information. The context indicates that application deadlines vary by program and does not specifically list any programs starting in the summer semester.,0.2727272727272727,0.6,0.37499999999999994,0.688403844833374,0.688403844833374,0.14285714285714285,0.65746009349823,0.7272727272727273,0.30729853109879923,0.5,0.0,0.0,1.2100903987884521
filter_minilm_qwen,26,What is the application deadlines for bachelor programs?,Application deadlines vary by program. Please specify which program.,"Here are the programs (Bachelor level):

  - Business Administration B.A.
  - Business Information Systems B.Sc.
  - Business Law LL.B.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Design and Mobility B.A.
  - Economic Psychology B.Sc.
  - Economic and Organizational Sociology B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - International Management B.A.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.
  - Textile Design B.A.",0.0,0.0,0.0,0.21461768448352814,0.21461768448352814,0.0,0.489439457654953,1.0,0.04292353689670563,0.0,0.0,0.0,0.0001277923583984375
filter_minilm_qwen,27,deadlines for AI and robotics?,The application deadline for the Artificial Intelligence and Robotics M. Sc. program is November 5 - November 30.,The application deadline for the Artificial Intelligence and Robotics M. Sc. program is from November 5 to November 30.,1.0,1.0,1.0,0.9962472915649414,0.9962472915649414,0.8333333333333334,0.6886500120162964,0.0,0.9984989166259766,1.0,1.0,0.0,1.045602560043335
filter_minilm_qwen,28,What is the application deadline for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,The application deadline for the Innovative Textiles B. Eng. program is May 1 - July 15.,0.75,0.8571428571428571,0.7999999999999999,0.8394143581390381,0.8394144773483276,0.5,0.8937444686889648,0.25,0.785765790939331,0.6666666666666666,0.9166666666666667,0.0,0.9930994510650635
filter_minilm_qwen,29,application period for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,The application period for the Innovative Textiles B. Eng. program is May 1 - July 15.,0.875,1.0,0.9333333333333333,0.9422289133071899,0.9422289133071899,0.5882352941176471,0.8669126033782959,0.125,0.9018915653228761,0.6666666666666666,0.9166666666666667,0.0,0.9918439388275146
filter_minilm_qwen,30,When can I apply for Global Management?,Application period for Global Management M. A.: Winter semester: EU: May 1 - July 15 Non-EU: April 15 - May 31 Summer semester: EU: November 15 - January 15 Non-EU: November 5 - November 30 ,"You can apply for the Global Management M. A. during the following periods:

- **Winter Semester:** 
  - EU applicants: May 1 - July 15
  - Non-EU applicants: April 15 - May 31
  
- **Summer Semester:**  
  - EU applicants: November 15 - January 15
  - Non-EU applicants: November 5 - November 30

You can apply through this website: [https://www.hof-university.com/studying-at-hof-university/our-degree-programs/global-management-ma.html](https://www.hof-university.com/studying-at-hof-university/our-degree-programs/global-management-ma.html)",0.5,0.875,0.6363636363636364,0.7902587056159973,0.7902586460113525,0.36585365853658536,0.7477666735649109,0.5,0.554493112564087,1.0,0.9545454545454546,0.0,5.673799514770508
filter_minilm_qwen,31,How can I apply to the Business Law program?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-law-llb.html,You can apply to the Business Law LL. B. program here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-law-llb.html,0.8,1.0,0.888888888888889,0.9211716651916504,0.9211716651916504,0.4166666666666667,0.7911236882209778,0.2,0.5939280662536621,0.75,1.0,0.0,1.6768536567687988
filter_minilm_qwen,32,Application link for Textile Design master?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/textile-design-ma.html,https://www.hof-university.com/studying-at-hof-university/our-degree-programs/textile-design-ma.html,1.0,0.8888888888888888,0.9411764705882353,0.8893370628356934,0.8893368244171143,0.2,0.655833899974823,0.0,0.9557347297668457,0.75,0.5,0.0,1.206986665725708
filter_minilm_qwen,33,Where do I apply for Business Administration?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-administration-ba.html,You can apply for Business Administration B. A. here: <https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-administration-ba.html>,0.8,0.8888888888888888,0.8421052631578948,0.8969419002532959,0.8969418406486511,0.36363636363636365,0.7191500663757324,0.2,0.7548990626335145,0.75,0.5,0.0,1.713592290878296
filter_minilm_qwen,34,Is there any tuition fee for Artificial Intelligence Aided Mobility Design?,none,"No, there are no tuition fees for Artificial Intelligence Aided Mobility Design programs.",0.0,1.0,0.0,0.019002214074134827,0.019002217799425125,0.0,0.9460999369621277,1.0,0.003800443559885025,0.0,0.5,0.0,0.7442221641540527
filter_minilm_qwen,35,Tuition fee for Software Engineering for Industrial Applications?,"3,300 € per semester","The tuition fee for Software Engineering for Industrial Applications M. Eng. is 3,300 € per semester.",0.3,1.0,0.4615384615384615,0.6114696860313416,0.6114696860313416,0.1875,0.8165805339813232,0.7,0.21229393720626832,1.0,1.0,0.0,1.0277490615844727
filter_minilm_qwen,36,is there any tuition fees for bachelor programs?,There is no tuition fees for bachelor programs.,No tuition fees for bachelor programs.,1.0,1.0,1.0,0.9455640316009521,0.9455639123916626,0.75,0.7739583849906921,0.0,0.978225564956665,1.0,0.0,0.0,0.44660186767578125
filter_minilm_qwen,37,is there any tuition fees for masters programs?,"Tuition fees vary by program. Some master programs are free, others charge fees. Please specify which program.","Tuition fees vary by program. Some master's programs at Hof University are free, while others charge fees. To determine if a particular master's program has tuition fees, please specify which program you are interested in. More detailed information about the fee structure can be found on the relevant program webpage or in your admission letter.",0.38095238095238093,1.0,0.5517241379310345,0.7911080121994019,0.7911079525947571,0.3,0.6463202238082886,0.6190476190476191,0.2725073048046657,0.6666666666666666,0.6666666666666666,0.0,2.4842007160186768
filter_minilm_qwen,38,Global Management offered in which semester?,Global Management M. A. offered in Winter and summer semester,Global Management M. A. starts in both winter and summer semester.,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9240170121192932,0.9240169525146484,0.6153846153846154,0.8163660764694214,0.14285714285714285,0.8838924952915738,1.0,0.6666666666666666,0.0,0.6599719524383545
filter_minilm_qwen,39,When does Economic and Organizational Sociology start?,Economic and Organizational Sociology B. A. start on Winter semester,"Economic and Organizational Sociology B. A. starts in the Winter semester.

For application details:
- The deadline for applications is May 1 - July 15.

Contact Information:
- Head of Program: Prof. Dr. Carsten Stark (carsten.stark@hof-university.de)
- Student Counseling: Doreen Rustler (doreen.rustler@hof-university.de)
- Student Affairs Program Manager: Holger Edelmann (holger.edelmann@hof-university.de)",0.16666666666666666,0.8571428571428571,0.27906976744186046,0.7249054312705994,0.7249053716659546,0.15217391304347827,0.6415953636169434,0.8333333333333334,0.19498107433319092,1.0,1.0,0.0,3.9578683376312256
filter_minilm_qwen,40,Sustainable Engineering and Project Management start on which semester?,Sustainable Engineering and Project Management  M. B. A. and Eng. starts in Winter and summer semester,Sustainable Engineering and Project Management M. B. A. and Eng. starts in Winter and summer semester.,1.0,1.0,1.0,0.9906255006790161,0.9906253814697266,0.8666666666666667,0.8637729287147522,0.0,0.9962501525878906,1.0,1.0,0.0,0.882781982421875
filter_minilm_qwen,41,How many semester for Artificial Intelligence and Robotics?,3 semesters,The Artificial Intelligence and Robotics M. Sc. lasts for 3 semesters.,0.2857142857142857,1.0,0.4444444444444445,0.5018280148506165,0.5018280744552612,0.08333333333333333,0.7836521863937378,0.7142857142857143,0.18607990060533797,1.0,1.0,0.0,0.7487037181854248
filter_minilm_qwen,42,Number of semester for Digitalization and Innovation?,4 semesters,The Digitalization and Innovation M. B. A. program lasts for 4 semesters.,0.2857142857142857,1.0,0.4444444444444445,0.5589730739593506,0.5589730739593506,0.07692307692307693,0.7794252634048462,0.7142857142857143,0.19750890050615583,1.0,1.0,0.0,0.7961530685424805
filter_minilm_qwen,43,How much time needed to complete Business Information Systems?,7 semesters,"To complete the Business Information Systems B. Sc., you need 7 semesters. The application period opens on May 15. I don't have specific information about an application deadline beyond this start date.",0.13333333333333333,1.0,0.23529411764705882,0.37069404125213623,0.37069401144981384,0.03333333333333333,0.6997606754302979,0.8666666666666667,0.11413880228996276,1.0,1.0,0.0,1.6848580837249756
filter_minilm_qwen,44,Who should I contact for the AI and Robotics program?,"You can reach out to Prof. Dr. Michael Spangenberg (Head Of Program, michael.spangenberg@hof-university.de) or Sabine Figura-Ogrodnik (Program Manager, sabine.figura-ogrodnik@hof-university.de)","You can reach out to:

- Prof. Dr. Michael Spangenberg (Head of Program): michael.spangenberg@hof-university.de
- Sabine Figura-Ogrodnik (Student Affairs Program Manager): sabine.figura-ogrodnik@hof-university.de",0.8125,0.8666666666666667,0.8387096774193549,0.9187347888946533,0.9187346696853638,0.42857142857142855,0.3803662955760956,0.1875,0.8549938678741456,1.0,0.9166666666666666,0.0,2.4210281372070312
