model,conversation_number,turn_number,question,expected_resolved,actual_resolved,expected_answer,actual_answer,res_Semantic Similarity,res_Token-F1,res_Entity-F1,res_Token Overlap,ans_Entity-F1,ans_Token-F1,ans_Cosine Similarity,ans_Semantic Similarity,ans_Answer Relevance,ans_Hallucination,ans_Faithfulness,ans_Completeness,ans_Key Info,ans_Exact Match,Latency (s)
reranking_multiqa_mistral_v02,1,11,Is there any schoolarship available for master students?,Are there any scholarships available for master students?,Is there any schoolarship available for master students?,"Yes, Hof University offers scholarships for senior students, which includes master's degree students. These scholarships are funded by the Bavarian Ministry of Science, Research and the Arts, the DAAD (STIBET III), and exclusively for Graduate School students, the Hof University Graduate School. However, it is important to note that these scholarships are only available after you are officially enrolled at Hof University. Applications for these scholarships typically have specific deadlines; for summer semester applications, they are due approximately by the end of April, and for winter semester applications, by the end of October. For detailed application procedures and further information, contact the admissions office.",I'm unable to provide specific information about scholarships for master students at Hof University without checking with the admissions office. It would be best to contact them directly for accurate and up-to-date details on scholarship opportunities.,0.7676486968994141,0.75,0.6,0.6,0.3142857142857143,0.25,0.7867950797080994,0.7867951393127441,0.6096935272216797,0.47619047619047616,0.629003770010812,0.4,0.125,0.0,4.407884359359741
reranking_multiqa_mistral_v02,1,12,What is the rent amount in that area?,What is the rent amount in that area?,What is the rent amount in that area?,"The typical rent range in Hof for student accommodations is 350€ - 550€ per month, which includes costs for rent, water, energy, broadcast fee, and internet.
","The typical rent for students in Hof ranges from 350€ to 550€ per month. This includes costs for rent, water, energy, broadcast fee, and internet.",1.0,1.0,1.0,1.0,0.8000000000000002,0.7346938775510204,0.9764503240585327,0.9764505624771118,0.49201732873916626,0.2,0.8705802249908448,1.0,1.0,0.0,4.0756824016571045
reranking_multiqa_mistral_v02,2,1,I'm looking for master programs are available for Management background without tuition fee,I'm looking for master programs are available for Management background without tuition fee,I'm looking for master programs are available for Management background without tuition fee,"1. AI-Driven Supply Chain Management (M.Sc.)
2. Applied Psychology M.Sc.
3. Digital Business Management (M.Sc.)
4. Global Management M.A.
5. Human Resource Management and Labour Law LL.M./M.A.
6. Marketing Management M.Sc.
7. Supply Chain Management M.Sc.","Here are some Master programs we offer:
1. AI-Driven Supply Chain Management (M.Sc.)
2. Applied Psychology M.Sc.
3. Digital Business Management (M.Sc.)
4. Global Management M.A.
5. Human Resource Management and Labour Law LL.M./M.A.
6. Marketing Management M.Sc.
7. Supply Chain Management M.Sc.",1.0,1.0,1.0,1.0,0.9375,0.8813559322033898,0.8580890893936157,0.8580890893936157,0.5336430072784424,0.11764705882352941,0.8726474004633287,1.0,1.0,0.0,2.980504274368286
reranking_multiqa_mistral_v02,2,2,My cgpa is 1.7 and IELTS score is 7. Can I apply for 1st program?,What are the admission requirements for AI-Driven Supply Chain Management (M.Sc.)?,My cgpa is 1.7 and IELTS score is 7. Can I apply for 1st program?,"The admission requirements for AI-Driven Supply Chain Management (M. Sc.) include:

- **Academic Requirements**: A business-oriented Bachelor’s degree (such as Business Management, International Management, Industrial Engineering, or Business Informatics) from an accredited university; at least 210 ECTS (European Credit Transfer System) or equivalent (depending on the home country), with a minimum of at least 110 ECTS (European Credit Transfer System) in business-related subjects. Additionally, candidates should achieve a minimum grade of 2.5 according to the German grading system. Please provide a diploma supplement or similar documentation explaining the grading system used by your university or country.

- **Special Regulations for Applicants with Less Than 210 ECTS (European Credit Transfer System)**: Applicants who hold fewer than 210 credits (ECTS (European Credit Transfer System)) may still be considered but will need to complete the necessary credit hours through:
  - An internship lasting at least 900 hours over six months (this option applies only if the internship wasn’t recognized as part of their mandatory bachelor program).
  - Attending appropriate modules at Hof University.
  
Both options require calculating an additional fourth semester.

- **Language Proficiency**:
  - Proof of English language proficiency via TOEFL (minimum score of 90) or I","Based on the information available, the minimum CGPA requirement for all undergraduate programs at Hof University, including Computer Science (B. Sc.), is not explicitly stated in the given context. Therefore, it would be best to check the specific admission requirements for this program from the Hof University admissions office or their website. Regarding language proficiency tests, an IELTS score of 7 is considered acceptable for admission according to the context. However, the required minimum CGPA for this particular applicant remains uncertain.",0.23743897676467896,0.08,0.0,0.041666666666666664,0.18181818181818182,0.21568627450980393,0.4480366110801697,0.44803667068481445,0.2630077004432678,0.7045454545454546,0.35648739554665304,0.1,0.04285714285714286,0.0,6.732520341873169
reranking_multiqa_mistral_v02,2,3,What's the application deadline for it?,What is the application deadline for AI-Driven Supply Chain Management (M.Sc.)?,What is the application deadline for the Management-related master program without tuition fee?,"The application deadlines for the AI-Driven Supply Chain Management (M. Sc.) program at Hof University are as follows:

- **Winter Semester**: EU applicants can apply from May 1 to July 15; non-EU applicants can apply from April 15 to May 31.
- **Summer Semester**: EU applicants can apply from November 15 to January 15; non-EU applicants can apply from November 5 to November 30.

For more detailed information, contact the university's admissions office.","I'm unable to provide the exact application deadline for a Master's program in management with no tuition fee at Hof University from the given context. To obtain accurate information on this specific topic, it would be best to contact the Hof University Admissions Office directly. They will have access to the most up-to-date and detailed information regarding tuition waivers and their corresponding application deadlines.",0.4650437831878662,0.5217391304347826,0.4444444444444444,0.35294117647058826,0.34782608695652173,0.2653061224489796,0.6543943881988525,0.6543943881988525,0.33351653814315796,0.625,0.486757755279541,0.4,0.058823529411764705,0.0,3.8118984699249268
reranking_multiqa_mistral_v02,2,4,is there any tuition fee for this program?,What is the tuition fee for AI-Driven Supply Chain Management (M.Sc.)?,What is the tuition fee for the master program in Management without tuition fee mentioned in the original question?,AI-Driven Supply Chain Management (M. Sc.) has no tuition fees.,"The context does not mention the name of the specific master program without tuition fees. To obtain accurate information about this program, I would recommend contacting Hof University's Admissions Office directly.",0.7163659930229187,0.56,0.35294117647058826,0.3888888888888889,0.07142857142857142,0.10256410256410257,0.42238494753837585,0.42238491773605347,0.4841126501560211,0.9523809523809523,0.098762697832925,0.0,0.0,0.0,2.296595811843872
reranking_multiqa_mistral_v02,2,5,What is the language requirements for this program?,What are the language requirements for AI-Driven Supply Chain Management (M.Sc.)?,What are the language requirements for the master program in Management without tuition fee mentioned in the original question?,"Languageskills in German, proven by official test score documents - minimum level A1.","The language requirements for the Master program in Management without tuition fee is the same as for the General Management M. B. A. and the Global Management M. A., which is skills in German, proven by official test score documents with a minimum level of A1 according to the CEFR. However, I would recommend contacting the Hof University admissions office for any specific details regarding this particular program.",0.4430513083934784,0.5185185185185185,0.39999999999999997,0.35,0.3414634146341463,0.29411764705882354,0.3325626850128174,0.33256271481513977,0.3165284991264343,0.7878787878787878,0.1301489065993916,0.0,0.75,0.0,3.371711015701294
reranking_multiqa_mistral_v02,2,6,Can you give me more information about 3rd program?,What is the detailed information about the Digital Business Management (M.Sc.) program?,Can you give me more information about 3rd program?,"Academic requirements: A university degree with an overall grade of 2.5 or better and at least 210 credits (bachelor's or diploma degree) from a German university or an equivalent degree from a foreign university. In case of an overall examination grade worse than 2.5, applicants can be admitted if they belong to the best 50% of their study program at their university. Proof of sufficient basic knowledge in economics and information technology, corresponding in content to the following modules in the Bachelor's degree program in Business Administration at Hof University of Applied Sciences: Introduction to Business Administration, Business Process Management, IT Management. Applicants with a lack of basic knowledge as well as applicants with a first professional degree of 180 credits can be admitted if they undergo a post-qualification.","I'm only able to provide information on the first two programs mentioned at Hof University, which are not specifically identified as the third program in the given context. For detailed information about the third program, I would recommend reaching out to our Admissions Office via email at info@hof-university.de or by phone at +49 (0)6721 810-0. They will be happy to help answer any specific questions you may have about their offerings.",0.43039000034332275,0.3,0.3333333333333333,0.17647058823529413,0.13953488372093023,0.1884057971014493,0.3978762924671173,0.3978762626647949,0.298382431268692,0.8181818181818182,0.26824141415682706,0.0,0.06666666666666667,0.0,5.454607248306274
reranking_multiqa_mistral_v02,2,7,When can I apply for this program?,What is the application deadline for AI-Driven Supply Chain Management (M.Sc.)?,What is the application deadline for the Master program in Management without tuition fee?,"The application deadlines for the AI-Driven Supply Chain Management (M. Sc.) program at Hof University vary by semester:
- **Winter semester**: EU applicants can apply from May 1 to July 15; non-EU applicants can apply from April 15 to May 31.
- **Summer semester**: EU applicants can apply from November 15 to January 15; non-EU applicants can apply from November 5 to November 30.

For specific dates within these ranges, it's best to check the official university website or contact the admissions office for confirmation.",I'm unable to provide specific information about a master program at Hof University with no tuition fee as the provided context does not include this detail. It would be best to check the university website or contact the admissions office directly for accurate and up-to-date information on application deadlines for tuition-free master programs.,0.4591807723045349,0.5833333333333334,0.47058823529411764,0.4117647058823529,0.3692307692307692,0.34,0.5371047258377075,0.5371046662330627,0.19133049249649048,0.52,0.502841866493225,0.2,0.0625,0.0,3.434513807296753
reranking_multiqa_mistral_v02,2,8,Is there any tuition fee for this course?,Is there any tuition fee for this course?,Is there any tuition fee for this course?,"I need more details about the specific course you're referring to. Based on the available information, most undergraduate programs like Computer Science (B. Sc.) and Engineering Science (international) B. Eng. do not have tuition fees. However, some graduate school programs may have tuition fees. To determine if there is a tuition fee for the particular course you're asking about, please provide the name or additional details of the course. Otherwise, contact the admissions office for confirmation.","To provide an accurate response, I would need to know the name of the specific course in question. Some courses may be tuition-free at Hof University, while others may require payment. You can check our website or contact the Admissions Office for more detailed information about the tuition status of a particular program.",1.0000001192092896,1.0,1.0,1.0,0.32786885245901637,0.38888888888888884,0.6613074541091919,0.6613074541091919,0.7087212800979614,0.6428571428571429,0.478808695929391,0.2222222222222222,0.1111111111111111,0.0,3.4235756397247314
reranking_multiqa_mistral_v02,2,9,What is the grading scale at Hof University?,What is the grading scale at Hof University?,What is the grading scale at Hof University?,"The grading scale at Hof University is as follows:
- 1,0 - 1,3: Very Good/Excellent Performance
- 1,7 - 2,0: Good/A Performance That Is Significantly Above Average Requirements
- 2,3 - 2,7: Satisfactory/A Performance That Meets Average Requirements
- 2,8 - 3,0: Satisfactory Plus/Slightly Above Average
- 3,3 - 3,7: Pass/A Performance That Just Meets Requirements
- 3,8 - 4,0: Barely Passed/Difficult To Assess Due To Deficiencies But Still Meeting Requirements
- 5,0: Insufficient/Performance With Considerable Deficiencies No Longer Meeting Requirements

Grades that are not whole numbers may not always be used. Certain exams might receive a pass/fail marking instead of a numerical grade. Examinations must score at least 4,0 or higher, or be marked 'Passed with Success', to be considered successful. If there's disagreement between graders, they should reach a consensus; otherwise, the final grade is calculated as the arithmetic mean of both scores, rounded down to one decimal place.","The grading scale at Hof University is based on the individual performance of students and is made according to the grading system outlined below:

1,0 – 1,3: Very good to excellent performance
1,7 – 2,0: Good performance significantly above average requirements
2,7 – 3,0: Satisfactory performance meeting average requirements
3,7 – 4,0: Sufficient performance which still meets the requirements
5,0: Insufficient performance which no longer meets the requirements

Grades below 1.0 may not be used. Certain examinations will not be graded but instead marked as ""Passed with Success"" or ""Failed."" To pass an examination, it must receive a grade of at least 4.0 or be marked as ""Passed with Success."" In cases where two examiners disagree on a grade, they must reach an agreement; if not, the final grade will be the arithmetic mean of their awards, rounded down to one decimal place.",1.0,1.0,1.0,1.0,0.5751633986928104,0.5560975609756098,0.9256104230880737,0.9256104230880737,0.7754538059234619,0.30158730158730157,0.7892917882828485,1.0,0.5913461538461539,0.0,9.078673839569092
reranking_multiqa_mistral_v02,3,1,Is there any business related bachelor programs can I apply for?,Is there any business related bachelor programs can I apply for?,Is there any business related bachelor programs can I apply for?,"1. Business Administration B.A.
2. Business Law LL.B.
3. International Management B.A.","Here are some business-related undergraduate programs we offer:
1. Bachelor of Business Administration (BBA)
2. Bachelor of Science in Accounting
3. Bachelor of Science in Economics
4. Bachelor of Science in Finance
5. Bachelor of Science in International Business
6. Bachelor of Science in Marketing
7. Bachelor of Science in Management Information Systems
8. Bachelor of Arts in Entrepreneurship
9. Bachelor of Arts in Logistics and Supply Chain Management",1.0000001192092896,1.0,1.0,1.0,0.34782608695652173,0.29166666666666663,0.5458587408065796,0.5458586812019348,0.7043783664703369,0.7714285714285715,0.1777431648118155,0.1111111111111111,0.9,0.0,3.234072208404541
reranking_multiqa_mistral_v02,3,2,What are the requirements for 2nd program?,What are the admission requirements for the Business Law LL.B. program?,What are the requirements for 2nd program?,Detailed requirements are not specified for the Business Law LL. B. program. Please contact Prof. Dr. Robert Schönau (Head of Program) at robert.schoenau@hof-university.de for further assistance.,"I'm only able to provide information about Hof University and its academic offerings. Regarding your question, the specific requirements for applying to a second program at Hof University can depend on various factors such as the particular program you're interested in and whether you've already completed a previous degree here. To get accurate and up-to-date details, it would be best to reach out to our Admissions Office directly. They will be able to provide you with all the necessary information regarding application procedures, prerequisites, and documentation needed for your chosen program.",0.5132388472557068,0.7058823529411764,0.6,0.5454545454545454,0.10526315789473684,0.10526315789473682,0.31634312868118286,0.31634315848350525,0.3606540262699127,0.925,0.08576863169670104,0.0,0.0,0.0,4.985275030136108
reranking_multiqa_mistral_v02,3,3,What is the teaching language for this program?,What is the teaching language for the Business Law LL.B. program?,What is the teaching language for the business-related bachelor program mentioned in the original question?,The teaching language for the Business Law LL. B. program is German.,The Business Administration B. A. program at Hof University is taught in German.,0.8220152258872986,0.5217391304347826,0.588235294117647,0.35294117647058826,0.4444444444444445,0.4999999999999999,0.6596107482910156,0.6596107482910156,0.5259822607040405,0.6,0.5038442993164063,0.0,0.75,0.0,2.594498634338379
reranking_multiqa_mistral_v02,3,4,Is there any english instruct business bachelor programs available?,Is there any english instruct business bachelor programs available?,Is there any english instruct business bachelor programs available?,"1. Business Administration B.A.
2. International Management B.A.","Here are the English language Bachelor programs we offer in the field of business:
1. Business Administration B.A.
2. Business Law LL.B.
3. Economic Psychology B.Sc.
4. Economic and Organizational Sociology B.A.
5. International Management B.A.",1.0000001192092896,1.0,1.0,1.0,0.45714285714285713,0.3684210526315789,0.6954226493835449,0.6954226493835449,0.7247644662857056,0.7037037037037037,0.22797341876559787,1.0,1.0,0.0,2.650388479232788
reranking_multiqa_mistral_v02,3,5,What's the tuition fee for 1st program?,What is the tuition fee for the Business Administration B.A.?,What is the tuition fee for the business-related undergraduate program you asked about in your original question?,Business Administration B. A. has no tuition fees.,The Business Administration B. A. and Business Law LL. B. programs at Hof University have no tuition fees.,0.8445498943328857,0.4800000000000001,0.42857142857142855,0.3157894736842105,0.39999999999999997,0.5833333333333334,0.8318890333175659,0.8318891525268555,0.6354283094406128,0.7272727272727273,0.34747441725297407,1.0,1.0,0.0,2.5732226371765137
reranking_multiqa_mistral_v02,3,6,When can I apply for this program??,What is the application deadline for the Business Administration B.A. program?,What is the application deadline for the Business Administration B.A. program?,"The application deadlines for the Business Administration B. A. program are as follows:
- For the winter semester: May 1 - July 15
- For the summer semester: November 15 - January 15","The application deadlines for the Business Administration B. A. program at Hof University are as follows:
- Winter semester: May 1 - July 15
- Summer semester: November 15 - January 15",0.9999998807907104,1.0,1.0,1.0,0.8947368421052632,0.9361702127659575,0.8663665652275085,0.8663665652275085,0.8034098148345947,0.15,0.8565466260910035,1.0,0.9375,0.0,5.201985120773315
reranking_multiqa_mistral_v02,3,7,How long is this program?,How long is the Business Administration B.A. program?,How long is this program?,The Business Administration B. A. program lasts for 7 semesters.,"To provide an accurate response, I would need to know which specific program at Hof University you are inquiring about. Here are some examples of durations for various graduate programs offered by Hof University: Applied Psychology M. Sc., International Project Management M. Eng./M. A., Software Engineering for Industrial Applications M. Eng., Digitalization and Innovation M. B. A., and Artificial Intelligence and Robotics M. Sc. Each of these programs lasts for different lengths of time; specifically, Applied Psychology M. Sc. and International Project Management M. Eng./M. A. last three semesters, while Software Engineering for Industrial Applications M. Eng. takes four semesters, and both Digitalization and Innovation M. B. A. and Artificial Intelligence and Robotics M. Sc. also span four semesters.

If you could please specify which program you are interested in, I will be happy to give you more detailed information. Otherwise, if you meant to ask about a different topic unrelated to Hof University or its academic offerings, feel free to let me know, and I can direct you towards additional resources where you might find the answers you",0.5518818497657776,0.6153846153846154,0.5714285714285715,0.4444444444444444,0.08219178082191782,0.11570247933884296,0.5290827751159668,0.5290827751159668,0.5079774260520935,0.9538461538461539,0.1196627088693472,0.3333333333333333,0.0,0.0,8.17195463180542
reranking_multiqa_mistral_v02,3,8,Admission requirements for this program?,What are the admission requirements for the Business Administration B.A. program?,"CHANGED if no context is needed):
What are the admission requirements for the Business Administration B.A. program?",Detailed requirements are not specified for the Business Administration B. A. program. Please contact Prof. Dr. Christine Brautsch (Head Of Program) - Email: christine.brautsch@hof-university.de for assistance.,"The exact admission requirements for the Business Administration B. A. program at Hof University are not mentioned in the given context. To obtain detailed information about the admission prerequisites, it is recommended to contact Prof. Dr. Christine Brautsch (Head Of Program), who can be reached via email at christine.brautsch@hof-university.de.",0.9675376415252686,0.7692307692307693,0.8235294117647058,0.625,0.6666666666666665,0.5,0.773887574672699,0.7738875150680542,0.7422819137573242,0.45161290322580644,0.574728537682564,0.75,0.75,0.0,4.02228569984436
reranking_multiqa_mistral_v02,3,9,Can I work while studying?,Can I work while studying?,Can I work while studying?,"Yes, you can work while studying. EU students can work up to 19 hours per week without paying social security contributions. Non-EU students are allowed to work 140 full days or 280 half days per year. If you want to work beyond these limits, you need specific permissions such as a work permit from the Federal Employment Agency and the Immigration Office.","Yes, students can work while studying at Hof University, but there are certain restrictions. EU students are permitted to work up to 19 hours per week without having to make social security contributions. Non-EU students can work for a maximum of 140 full days or 280 half days per year. These rules apply to working in Germany. For further details, it is recommended to contact the admissions office.",1.0,1.0,1.0,1.0,0.4406779661016949,0.5576923076923076,0.7267704010009766,0.7267704606056213,0.4590797424316406,0.59375,0.5344581842422486,0.5,0.625,0.0,5.70145583152771
reranking_multiqa_mistral_v02,3,10,Are there any scholarships available for international students?,Are there any scholarships available for international students?,Are there any scholarships available for international students?,"Hof University offers a limited number of scholarships for international students to help cover additional living expenses and study materials. These include the Deutschlandstipendium, which is available before enrollment but requires applicants to be studying at Hof University. Senior student scholarships become available once you are officially enrolled at Hof University. Merit-based scholarships like the Deutschlandstipendium consider factors such as talent, academic performance, and personal background. To explore further scholarship opportunities, it's recommended to consult the DAAD Scholarship Database. Contacting the admissions office might provide additional details about application processes and deadlines.","Yes, Hof University offers a limited number of scholarships for international students to help cover additional living expenses and study materials. These scholarships include the Deutschlandstipendium, which is available both before (study applicants) and after (senior students) enrollment. The Deutschlandstipendium supports highly talented students based on their background, achievements, and potential for outstanding performance in their studies and future careers. The scholarship amount is €300 per month for at least one year, and it may continue until the end of the regular study period. Students must be officially enrolled at Hof University to be eligible for these scholarships. More information about application deadlines and requirements can be found in the scholarship information leaflet. For further scholarship opportunities, please consult the DAAD Scholarship Database.",1.0,1.0,1.0,1.0,0.5932203389830508,0.5,0.9434290528297424,0.9434291124343872,0.7127112150192261,0.4444444444444444,0.7107049783070882,0.8333333333333334,0.6,0.0,8.22686505317688
