model,conversation_number,turn_number,question,expected_resolved,actual_resolved,expected_answer,actual_answer,res_Semantic Similarity,res_Token-F1,res_Entity-F1,res_Token Overlap,ans_Entity-F1,ans_Token-F1,ans_Cosine Similarity,ans_Semantic Similarity,ans_Answer Relevance,ans_Hallucination,ans_Faithfulness,ans_Completeness,ans_Key Info,ans_Exact Match,Latency (s)
reranking_multiqa_mistral_v01,1,11,Is there any schoolarship available for master students?,Are there any scholarships available for master students?,Is there any schoolarship available for master students?,"Yes, Hof University offers scholarships for senior students, which includes master's degree students. These scholarships are funded by the Bavarian Ministry of Science, Research and the Arts, the DAAD (STIBET III), and exclusively for Graduate School students, the Hof University Graduate School. However, it is important to note that these scholarships are only available after you are officially enrolled at Hof University. Applications for these scholarships typically have specific deadlines; for summer semester applications, they are due approximately by the end of April, and for winter semester applications, by the end of October. For detailed application procedures and further information, contact the admissions office.",Not available. Please contact the program coordinator for thesis requirements.,0.7676486968994141,0.75,0.6,0.6,0.07017543859649122,0.075,0.22920921444892883,0.22920921444892883,0.3196219801902771,0.75,0.24168368577957153,0.0,0.0,0.0,3.1741526126861572
reranking_multiqa_mistral_v01,1,12,What is the rent amount in that area?,What is the rent amount in that area?,What is the rent amount in that area?,"The typical rent range in Hof for student accommodations is 350€ - 550€ per month, which includes costs for rent, water, energy, broadcast fee, and internet.
",350€ - 550€,1.0,1.0,1.0,1.0,0.23529411764705882,0.21428571428571425,0.38449153304100037,0.38449159264564514,0.34011784195899963,0.0,0.7537966370582581,0.0,0.5,0.0,3.276447296142578
reranking_multiqa_mistral_v01,2,1,I'm looking for master programs are available for Management background without tuition fee,I'm looking for master programs are available for Management background without tuition fee,I'm looking for master programs are available for Management background without tuition fee,"1. AI-Driven Supply Chain Management (M.Sc.)
2. Applied Psychology M.Sc.
3. Digital Business Management (M.Sc.)
4. Global Management M.A.
5. Human Resource Management and Labour Law LL.M./M.A.
6. Marketing Management M.Sc.
7. Supply Chain Management M.Sc.","Tuition fees vary by program. Some master programs are free, others charge fees. Please specify which program.",1.0,1.0,1.0,1.0,0.0,0.0,0.06704524904489517,0.06704524159431458,0.6920489072799683,1.0,0.02681809663772583,0.0,0.0,0.0,3.1397392749786377
reranking_multiqa_mistral_v01,2,2,My cgpa is 1.7 and IELTS score is 7. Can I apply for 1st program?,What are the admission requirements for AI-Driven Supply Chain Management (M.Sc.)?,My cgpa is 1.7 and IELTS score is 7. Can I apply for 1st program?,"The admission requirements for AI-Driven Supply Chain Management (M. Sc.) include:

- **Academic Requirements**: A business-oriented Bachelor’s degree (such as Business Management, International Management, Industrial Engineering, or Business Informatics) from an accredited university; at least 210 ECTS (European Credit Transfer System) or equivalent (depending on the home country), with a minimum of at least 110 ECTS (European Credit Transfer System) in business-related subjects. Additionally, candidates should achieve a minimum grade of 2.5 according to the German grading system. Please provide a diploma supplement or similar documentation explaining the grading system used by your university or country.

- **Special Regulations for Applicants with Less Than 210 ECTS (European Credit Transfer System)**: Applicants who hold fewer than 210 credits (ECTS (European Credit Transfer System)) may still be considered but will need to complete the necessary credit hours through:
  - An internship lasting at least 900 hours over six months (this option applies only if the internship wasn’t recognized as part of their mandatory bachelor program).
  - Attending appropriate modules at Hof University.
  
Both options require calculating an additional fourth semester.

- **Language Proficiency**:
  - Proof of English language proficiency via TOEFL (minimum score of 90) or I","languageskills , proven by official test score documents - minimum level A2",0.23743897676467896,0.08,0.0,0.041666666666666664,0.03773584905660377,0.05263157894736842,0.13293161988258362,0.13293161988258362,0.1239655390381813,0.7142857142857143,0.22460121938160485,0.0,0.08333333333333333,0.0,9.187209129333496
reranking_multiqa_mistral_v01,2,3,What's the application deadline for it?,What is the application deadline for AI-Driven Supply Chain Management (M.Sc.)?,What's the application deadline for it?,"The application deadlines for the AI-Driven Supply Chain Management (M. Sc.) program at Hof University are as follows:

- **Winter Semester**: EU applicants can apply from May 1 to July 15; non-EU applicants can apply from April 15 to May 31.
- **Summer Semester**: EU applicants can apply from November 15 to January 15; non-EU applicants can apply from November 5 to November 30.

For more detailed information, contact the university's admissions office.",May 1 - July 15,0.5419301390647888,0.4705882352941177,0.5,0.3076923076923077,0.1951219512195122,0.19607843137254902,0.3105001151561737,0.3105001449584961,0.16809231042861938,0.0,0.7242000579833985,0.0,0.25882352941176473,0.0,3.137916326522827
reranking_multiqa_mistral_v01,2,4,is there any tuition fee for this program?,What is the tuition fee for AI-Driven Supply Chain Management (M.Sc.)?,is there any tuition fee for this program?,AI-Driven Supply Chain Management (M. Sc.) has no tuition fees.,"You can find this information on the website ofyour study program. Most regular Bachelor’s and Master’s programs do not have a tuition fee. For all of our Graduate School programs, there is a tuition fee - see thefee structure. For all programs, there is a mandatory administrative student service fee of around 145 EUR per semester. The amount is due each semester until a certain deadline before the start of the following semester. The exact fee that you have to pay for the first semester will be mentioned in your admission letter. This fee includes for instance your semester ticket, which you can use to travel by bus for free in Hof and between Hof and our other campus locations in Münchberg and Selb (only specific routes/trains). More information on this fee",0.6033439636230469,0.4210526315789474,0.2,0.26666666666666666,0.034482758620689655,0.020408163265306124,0.39609378576278687,0.39609378576278687,0.5494402647018433,0.9803921568627451,0.08510111009373386,0.0,0.0,0.0,3.2400431632995605
reranking_multiqa_mistral_v01,2,5,What is the language requirements for this program?,What are the language requirements for AI-Driven Supply Chain Management (M.Sc.)?,What is the language requirements for this program?,"Languageskills in German, proven by official test score documents - minimum level A1.","All applicants applying for a bachelor's or master's program must prove sufficient German language skills if their mother tongue is not German If you acquired a German higher education entrance certification or completed an entire study program in German language, this serves as proof of your German skills All other applicants must upload a proof ofGerman language skills corresponding to a successfully completed level B2(or higher) according to the CEFR (Common European Framework of Reference) Certain German taught programs require you to submit English language skills as well (e because modules are taught in English, case studies are conducted in English) All language certificates must be issued by a certified institute and submitted within the application period The displayed test result shall not be older than two years",0.4618215560913086,0.5263157894736842,0.46153846153846156,0.35714285714285715,0.05797101449275363,0.07766990291262137,0.44006168842315674,0.44006168842315674,0.20135125517845154,0.9672131147540983,0.09784840325840186,0.0,0.25,0.0,3.326735019683838
reranking_multiqa_mistral_v01,2,6,Can you give me more information about 3rd program?,What is the detailed information about the Digital Business Management (M.Sc.) program?,Can you give me more information about 3rd program?,"Academic requirements: A university degree with an overall grade of 2.5 or better and at least 210 credits (bachelor's or diploma degree) from a German university or an equivalent degree from a foreign university. In case of an overall examination grade worse than 2.5, applicants can be admitted if they belong to the best 50% of their study program at their university. Proof of sufficient basic knowledge in economics and information technology, corresponding in content to the following modules in the Bachelor's degree program in Business Administration at Hof University of Applied Sciences: Introduction to Business Administration, Business Process Management, IT Management. Applicants with a lack of basic knowledge as well as applicants with a first professional degree of 180 credits can be admitted if they undergo a post-qualification.",You can reach out to Prof. Dr. habil.  Thomas Buchmann (Head Of Program) - Email: thomas.buchmann@hof-university.de,0.43039000034332275,0.3,0.3333333333333333,0.17647058823529413,0.05970149253731343,0.06451612903225806,0.2561122179031372,0.2561122179031372,0.2872997522354126,0.8571428571428571,0.18815917287554063,0.0,0.0,0.0,3.149000644683838
reranking_multiqa_mistral_v01,2,7,When can I apply for this program?,What is the application deadline for AI-Driven Supply Chain Management (M.Sc.)?,When can I apply for this program?,"The application deadlines for the AI-Driven Supply Chain Management (M. Sc.) program at Hof University vary by semester:
- **Winter semester**: EU applicants can apply from May 1 to July 15; non-EU applicants can apply from April 15 to May 31.
- **Summer semester**: EU applicants can apply from November 15 to January 15; non-EU applicants can apply from November 5 to November 30.

For specific dates within these ranges, it's best to check the official university website or contact the admissions office for confirmation.",Winter semester: May 1 - July 15 Summer semester: November 15 - January 15,0.4057423770427704,0.1111111111111111,0.0,0.058823529411764705,0.36734693877551017,0.25,0.504578173160553,0.5045781135559082,0.20356591045856476,0.0,0.8018312454223633,0.0,0.3875,0.0,3.194305896759033
reranking_multiqa_mistral_v01,2,8,Is there any tuition fee for this course?,Is there any tuition fee for this course?,Is there any tuition fee for this course?,"I need more details about the specific course you're referring to. Based on the available information, most undergraduate programs like Computer Science (B. Sc.) and Engineering Science (international) B. Eng. do not have tuition fees. However, some graduate school programs may have tuition fees. To determine if there is a tuition fee for the particular course you're asking about, please provide the name or additional details of the course. Otherwise, contact the admissions office for confirmation.",There is no tuition fees for bachelor programs.,1.0000001192092896,1.0,1.0,1.0,0.10810810810810813,0.11594202898550726,0.5416774749755859,0.5416773557662964,0.5219197273254395,0.5,0.5166709423065186,0.2222222222222222,0.0,0.0,3.288418769836426
reranking_multiqa_mistral_v01,2,9,What is the grading scale at Hof University?,What is the grading scale at Hof University?,What is the grading scale at Hof University?,"The grading scale at Hof University is as follows:
- 1,0 - 1,3: Very Good/Excellent Performance
- 1,7 - 2,0: Good/A Performance That Is Significantly Above Average Requirements
- 2,3 - 2,7: Satisfactory/A Performance That Meets Average Requirements
- 2,8 - 3,0: Satisfactory Plus/Slightly Above Average
- 3,3 - 3,7: Pass/A Performance That Just Meets Requirements
- 3,8 - 4,0: Barely Passed/Difficult To Assess Due To Deficiencies But Still Meeting Requirements
- 5,0: Insufficient/Performance With Considerable Deficiencies No Longer Meeting Requirements

Grades that are not whole numbers may not always be used. Certain exams might receive a pass/fail marking instead of a numerical grade. Examinations must score at least 4,0 or higher, or be marked 'Passed with Success', to be considered successful. If there's disagreement between graders, they should reach a consensus; otherwise, the final grade is calculated as the arithmetic mean of both scores, rounded down to one decimal place.","(1) The grading of an individual examination is based on the individual performance of the student. (2) 1The grading of individual examinations will be made according to the grading system set out in the following table : 1,0 1,3 very good an excellent performance 1,7 2,0 2,3 good a performance that is significantly above the average requirements 2,7 3,0 3,3 Satisfactory a performance that meets average requirements 3,7 4,0 sufficient a performance which, despite its deficiencies, still meets the requirements 5,0 insufficient a performance which, due to considerable deficiencies, no longer meets the requirements 2The grades that are not whole numbers do not have to be used . 3In accordance with the study and and examination regulations, certain examinations will not be graded, but will be marked with the predicate ""passed with success"" or ""passed without success"". (3) An examination is passed if it has been graded with at least ""4,0"" or has been marked with the predicate ""passed with success"". (4) 1If two examiners grade an examination differently, they shall agree on a consistent grade . 2If no agreement can be reached, the grade will be determined by the arithmetic mean of the grades awarded by the examiners, rounded down to one decimal place .",1.0,1.0,1.0,1.0,0.4736842105263158,0.42290748898678415,0.7103658318519592,0.7103657722473145,0.4663166105747223,0.41935483870967744,0.6325334056731193,0.5,0.46314102564102566,0.0,3.3277628421783447
reranking_multiqa_mistral_v01,3,1,Is there any business related bachelor programs can I apply for?,Is there any business related bachelor programs can I apply for?,Is there any business related bachelor programs can I apply for?,"1. Business Administration B.A.
2. Business Law LL.B.
3. International Management B.A.",,1.0000001192092896,1.0,1.0,1.0,0.0,0.0,0.010890514589846134,0.010890512727200985,-0.0391010046005249,0.0,0.6043562050908804,0.0,0.0,0.0,2.9666523933410645
reranking_multiqa_mistral_v01,3,2,What are the requirements for 2nd program?,What are the admission requirements for the Business Law LL.B. program?,What are the requirements for 2nd program?,Detailed requirements are not specified for the Business Law LL. B. program. Please contact Prof. Dr. Robert Schönau (Head of Program) at robert.schoenau@hof-university.de for further assistance.,P1,0.5132388472557068,0.7058823529411764,0.6,0.5454545454545454,0.0,0.0,0.03259976953268051,0.03259976953268051,0.12986068427562714,0.0,0.6130399078130722,0.0,0.0,0.0,3.095360040664673
reranking_multiqa_mistral_v01,3,3,What is the teaching language for this program?,What is the teaching language for the Business Law LL.B. program?,What is the teaching language for this program?,The teaching language for the Business Law LL. B. program is German.,German,0.6598543524742126,0.7777777777777777,0.7272727272727273,0.6363636363636364,0.2222222222222222,0.0,0.4450361132621765,0.4450361132621765,0.23960253596305847,0.0,0.7780144453048706,0.0,0.25,0.0,3.320068597793579
reranking_multiqa_mistral_v01,3,4,Is there any english instruct business bachelor programs available?,Is there any english instruct business bachelor programs available?,Is there any english instruct business bachelor programs available?,"1. Business Administration B.A.
2. International Management B.A.",,1.0000001192092896,1.0,1.0,1.0,0.0,0.0,0.006868911441415548,0.006868915632367134,-0.0419350303709507,0.0,0.6027475662529468,0.0,0.0,0.0,2.9777607917785645
reranking_multiqa_mistral_v01,3,5,What's the tuition fee for 1st program?,What is the tuition fee for the Business Administration B.A.?,What's the tuition fee for 1st program?,Business Administration B. A. has no tuition fees.,"0€, For exchange students sent from partner universities and students in regular bachelor's and master's programs",0.6620796918869019,0.5,0.5,0.3333333333333333,0.0,0.0,0.3302837908267975,0.3302838206291199,0.40773993730545044,1.0,0.11890217542648317,0.0,0.0,0.0,3.19720458984375
reranking_multiqa_mistral_v01,3,6,When can I apply for this program??,What is the application deadline for the Business Administration B.A. program?,Also the deadline?,"The application deadlines for the Business Administration B. A. program are as follows:
- For the winter semester: May 1 - July 15
- For the summer semester: November 15 - January 15","Question 1: What's the tuition fee?

3,300 € per semester

---

Question 2: Also the deadline?

Exam registration closes on 12.11.2025

---

Question 3: What's the tuition fee?

3,300 € per semester

---

Question 4: Also the deadline?

Exam registration closes on 12.11.2025",0.5356996655464172,0.15384615384615383,0.22222222222222224,0.08333333333333333,0.11428571428571428,0.046511627906976744,0.3202265799045563,0.3202265501022339,0.22962170839309692,0.8823529411764706,0.19867885533501123,0.0,0.25,0.0,21.060513734817505
reranking_multiqa_mistral_v01,3,7,How long is this program?,How long is the Business Administration B.A. program?,How long is this program?,The Business Administration B. A. program lasts for 7 semesters.,3 semesters,0.5518818497657776,0.6153846153846154,0.5714285714285715,0.4444444444444444,0.2,0.0,0.5452133417129517,0.5452132821083069,0.5058667659759521,0.5,0.5180853128433227,0.0,0.0,0.0,3.1965553760528564
reranking_multiqa_mistral_v01,3,8,Admission requirements for this program?,What are the admission requirements for the Business Administration B.A. program?,Admission requirements for this program?,Detailed requirements are not specified for the Business Administration B. A. program. Please contact Prof. Dr. Christine Brautsch (Head Of Program) - Email: christine.brautsch@hof-university.de for assistance.,"Application for admission to a program on bachelor's level requires a check of your school education Not all school leaving certificates (= higher education entrance qualification) qualify for a direct entry at German universities We recommend to check via the DAAD database if your school education allows you to directly apply for admission at Hof University or if you need to undergo preparatory studies (Studienkolleg) Check your higher education entrance qualification You can also check if your school education allows a direct or subject-related entry at German Universities in theanabin database(only in German) If you are qualified for direct admission at German universities, the next step is to submit your documents to uniassist for verification (see below) before applying via Primuss application portal If you are qualified for a direct, but subject-restricted admission to German universities, you can only be admitted to certain study programs without further preparatory studies If you do not qualify for admission to German universities, you must undergo further education before you can apply at Hof University We do not offer any preparatory studies for admission Information aboutStudienkollegs Yourcertificates must be verified by uniassist prior to your application at Hof University",0.7115342617034912,0.5333333333333333,0.6,0.36363636363636365,0.04878048780487805,0.0847457627118644,0.3910602331161499,0.3910602927207947,0.4108406603336334,0.967741935483871,0.08788947789899765,0.0,0.0,0.0,3.1240198612213135
reranking_multiqa_mistral_v01,3,9,Can I work while studying?,Can I work while studying?,Can I work while studying?,"Yes, you can work while studying. EU students can work up to 19 hours per week without paying social security contributions. Non-EU students are allowed to work 140 full days or 280 half days per year. If you want to work beyond these limits, you need specific permissions such as a work permit from the Federal Employment Agency and the Immigration Office.","Yes, students can work with certain restrictions. EU students: up to 19 hours/week without social security contributions. Non-EU students: 140 full days or 280 half days per year.",1.0,1.0,1.0,1.0,0.5499999999999999,0.5599999999999999,0.8731570243835449,0.8731570243835449,0.4068116247653961,0.15384615384615385,0.8569551174457257,0.5,0.625,0.0,3.361726999282837
reranking_multiqa_mistral_v01,3,10,Are there any scholarships available for international students?,Are there any scholarships available for international students?,Are there any scholarships available for international students?,"Hof University offers a limited number of scholarships for international students to help cover additional living expenses and study materials. These include the Deutschlandstipendium, which is available before enrollment but requires applicants to be studying at Hof University. Senior student scholarships become available once you are officially enrolled at Hof University. Merit-based scholarships like the Deutschlandstipendium consider factors such as talent, academic performance, and personal background. To explore further scholarship opportunities, it's recommended to consult the DAAD Scholarship Database. Contacting the admissions office might provide additional details about application processes and deadlines.","Hof University offers a limited number of scholarships for international students to help cover additional living expenses and study materials. Important note: For more information regarding other scholarship opportunities, please consult theDAAD Scholarship Database. • You can already apply for theDeutschlandstipendiumas astudy applicant(before enrollment). • Scholarships for senior students, however, are only available once you areofficially enrolledat Hof University. With the Deutschlandstipendium, Hof University supports highly talented students whose background and achievements promise outstanding performance in their studies and careers. The scholarship provides€300 per monthfor at least one year, and ideally until the end of the regular study period. Awards are granted independently of income and are open to students ofall nationalities and backgrounds,based on talent and academic performance. In addition to previous achievements and personal background, criteria such as social commitment, willingness to take on responsibility, or special personal, social, or family circumstances are also taken into account. Our scholarships for senior students are funded by theBavarian Ministry of Science, Research and the Arts, theDAAD(STIBET III), and—exclusively for Graduate School students—theHof University Graduate School. Please note that funding depends on the availability of resources from these providers, so the scholarship amounts may vary each semester. Application deadlines For a quick overview, all important details are summarized in ourscholarship information leaflet. Please note:Only students already enrolled at Hof University are eligible for these scholarships. They arenot granted prior to admission. • Summer semester: approx. end of April • Winter semester: approx. end of October",1.0,1.0,1.0,1.0,0.37777777777777777,0.34024896265560167,0.9155693650245667,0.9155694246292114,0.5589474439620972,0.728,0.3705994388961792,0.6666666666666666,0.5,0.0,3.4937422275543213
reranking_multiqa_mistral_v01,4,1,I got admission! How do I enroll?,I got admission! How do I enroll?,I got admission! How do I enroll?,"Enrollment for your study program is conducted online completely; it is not possible to enroll in person. To successfully enroll, you must:

- Confirm your admission in the Primuss portal.
- Pay the fees as detailed in your admission letter.
- Upload a recent photo in the Primuss portal.
- Ensure Hof University receives an electronic notification from a statutory health insurance provider regarding your insurance status.

After completing these steps, you will receive an email confirming successful enrollment. Shortly before your studies begin, you can download your student access data through the Primuss application portal. Using this data, log into the Primuss student portal where your enrollment certificate will also become available for downloading around end of September or beginning of March. Note that both your student data and enrollment certificate will only be accessible once your enrollment is fully completed. International students are advised to participate in Orientation Weeks offered just before the semester begins. For any further details, contact the admissions office.","## Context:

Q: Is there an orientation week?
A: Yes, we offer an Orientation Week every year during the first two weeks of October and February. During this time, new students get to know their fellow classmates and professors, learn more about university life and get help with administrative matters. In addition, they receive important information regarding their course of study and the corresponding examinations.
Moreover, it is also possible to participate in various workshops and events organized by different departments, which provide valuable insights into specific fields of study. Furthermore, students can take advantage of the opportunity to visit companies and institutions located nearby, where they gain practical experience and knowledge about potential career paths within their chosen field of study. Additionally, there are numerous social activities planned throughout the week, allowing students to meet new people and make friends from diverse backgrounds. Overall, the Orientation Week offers a comprehensive introduction to university life and provides students with essential tools and skills needed to succeed in their studies.

Q: Where can I find out about scholarships?
A: There are several ways to find out about scholarship opportunities. One way is to check the website of the German Academic Exchange Service (DAAD",0.9999999403953552,1.0,1.0,1.0,0.11428571428571428,0.1945525291828794,0.4223967492580414,0.42239677906036377,0.3360152840614319,0.8979591836734694,0.23018320142006388,0.0,0.05263157894736842,0.0,9.122421026229858
reranking_multiqa_mistral_v01,4,2,When is the enrollment period?,What is the enrollment period for the study program I got admitted to?,When is the enrollment period?,"Enrollment periods for specific  programs at Hof University vary by program. To determine when you can enroll in your particular study program, please contact the admissions office or check their official website for detailed dates related to your specific program.",Re-registration opens from 19.12.2025 - 22.01.2026,0.7785308361053467,0.35294117647058826,0.4444444444444444,0.21428571428571427,0.0,0.0,0.22869308292865753,0.22869311273097992,0.25953367352485657,1.0,0.09147724509239197,0.0,0.0,0.0,3.2170205116271973
reranking_multiqa_mistral_v01,4,3,What documents do I need for enrollment?,What documents do I need for enrollment in my study program?,What documents do I need for enrollment?,"To complete enrollment in your study program at Hof University, you need to confirm your admission in the Primuss portal, pay the fees as specified in your admission letter, upload a recent photograph in the Primuss portal, and ensure that Hof University receives electronic notification from a statutory health insurance provider regarding your insurance status. Additionally, after completing these steps, you should receive confirmation of successful enrollment via email. For more detailed instructions and specific document requirements related to preparing your documents during the application phase, please refer to the respective program's webpage or contact the admissions office.","Application for admission to a program on bachelor's level requires a check of your school education Not all school leaving certificates (= higher education entrance qualification) qualify for a direct entry at German universities We recommend to check via the DAAD database if your school education allows you to directly apply for admission at Hof University or if you need to undergo preparatory studies (Studienkolleg) Check your higher education entrance qualification You can also check if your school education allows a direct or subject-related entry at German Universities in theanabin database(only in German) If you are qualified for direct admission at German universities, the next step is to submit your documents to uniassist for verification (see below) before applying via Primuss application portal If you are qualified for a direct, but subject-restricted admission to German universities, you can only be admitted to certain study programs without further preparatory studies If you do not qualify for admission to German universities, you must undergo further education before you can apply at Hof University We do not offer any preparatory studies for admission Information aboutStudienkollegs Yourcertificates must be verified by uniassist prior to your application at Hof University",0.8977474570274353,0.6666666666666665,0.7499999999999999,0.5,0.19130434782608696,0.23952095808383234,0.6749745607376099,0.6749745607376099,0.46100544929504395,0.8225806451612904,0.3387972934784428,0.0,0.5,0.0,3.292712926864624
