model,test_id,question,expected_answer,actual_answer,Entity-F1,Token-F1,Cosine Similarity,Semantic Similarity,Answer Relevance,Hallucination,Faithfulness,Completeness,Key Info,Exact Match,Latency (s)
baseline_minilm_mistral_v02,11,"I studied IT, which programs can I apply for?","Based on your It background, here are programs:

Bachelor Programs:
  - Mobile App Development B.Sc.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Computer Science (International) B.Sc.
  - Engineering Science (international) B.Eng.

Master's Programs:
  - Computer Science M.Sc.
  - Digital Business Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on the context you provided, if your background is in IT (which is included under Computer Science), then both of these master's degree programs could be options for you at Hof University:
         1) Applied Research in Computer Science M.Sc. - This program accepts students with backgrounds in Computer Science, Media Informatics, Mobile Computing, or Business Information Systems. It is taught entirely in English and has no tuition fees. The duration is three semesters and it starts in winter and summer semesters.
         2) Computer Science M.Sc. - This program also accepts students with a Computer Science background and is taught entirely in German with no tuition fees. The duration is also three semesters and it starts in winter and summer semesters.
         Please note that there might be other requirements to meet the admission criteria such as language skills or specific grades. For more detailed information, please visit Hof University's official website or contact",0.4444444444444444,0.2937062937062937,0.5582140684127808,0.558214008808136,0.46894899010658264,0.625,0.3137999224662781,0.5416666666666666,0.4827586206896552,0.0,8.611404657363892
baseline_minilm_mistral_v02,12,"I studied informatics, what master programs can I apply to?","Based on your Informatics background, here are Master programs:

  - Computer Science M.Sc.
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Digitalization and Innovation M.B.A.

Please verify specific admission requirements before applying.","Based on the context you've provided, if you hold an undergraduate degree in Informatics (Media Informatics B.Sc.), you may be eligible to apply for the following Master programs at Hof University:

          - Media Informatics M.Sc.

        Please note that specific admission requirements or prerequisites might exist beyond those listed here. For accurate application instructions and up-to-date program details, it is recommended to visit Hof University's official website or contact their admissions office directly.",0.28125000000000006,0.25531914893617025,0.6044420599937439,0.6044420599937439,0.5932172536849976,0.775,0.33909914159774784,0.4,0.35714285714285715,0.0,4.718166351318359
baseline_minilm_mistral_v02,13,"I have a Science background, what bachelor programs can I apply to?","Based on your Science background, here are Bachelor programs:

  - Innovative Textiles B.Eng.
  - Textile Design B.A.
  - Mobile App Development B.Sc.
  - Design and Mobility B.A.
  - Media Informatics B.Sc.
  - Computer Science (B.Sc.)
  - Business Information Systems B.Sc.
  - Environmental Engineering (B.Eng.)
  - Engineering Science (international) B.Eng.
  - Computer Science (International) B.Sc.

Please verify specific admission requirements before applying.","Based on the given context, you can apply for the following master programs with a science background: Computer Science, Artificial Intelligence and Robotics, and Applied Psychology. All these programs require no tuition fees and are offered at Hof University. The Computer Science program is also available in English language.",0.17391304347826086,0.14634146341463414,0.5255493521690369,0.5255494713783264,0.5552436113357544,0.8064516129032258,0.3263488208093951,0.0,0.13043478260869565,0.0,2.8685073852539062
baseline_minilm_mistral_v02,14,"I have a Business background,  what bachelor programs can I apply to?","Based on your Business background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Business Information Systems B.Sc.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on the context you've provided, you mentioned having a 'Business' background. Accordingly, here are the relevant bachelor programs you could consider applying to at Hof University:
         1. Business Administration B.A.
         2. Business Information Systems B.Sc.
         These programs do not explicitly state any specific prerequisites beyond having a business background. However, please ensure you meet the general admission requirements stated earlier. For more detailed information about each program, feel free to ask!",0.463768115942029,0.32967032967032966,0.6494196057319641,0.6494196653366089,0.6410122513771057,0.6097560975609756,0.4445227868382524,0.6153846153846154,0.4,0.0,4.948171615600586
baseline_minilm_mistral_v02,15,"I completed my high school from Arts, what bachelor programs can I apply to?","Based on your Arts background, here are Bachelor programs:

  - Economic and Organizational Sociology B.A.
  - International Management B.A.
  - Business Administration B.A.
  - Business Law LL.B.
  - Economic Psychology B.Sc.

Please verify specific admission requirements before applying.","Based on the provided context, there is no specific bachelor program mentioned for students coming from an arts background. Therefore, I cannot provide you with accurate information regarding which bachelor programs you could apply to based on your high school education in arts. Please check the admission requirements for each individual program on Hof University's website for more detailed information.",0.28571428571428575,0.22222222222222224,0.47310155630111694,0.47310155630111694,0.7303863167762756,0.7333333333333333,0.31431656026840216,0.0,0.14285714285714285,0.0,3.160305976867676
baseline_minilm_mistral_v02,16,What engineering bachelor programs does Hof University offer?,"Here are the programs in Engineering (Bachelor level):

  - Design and Mobility B.A.
  - Engineering Science (international) B.Eng.
  - Environmental Engineering (B.Eng.)
  - Innovative Textiles B.Eng.
  - Textile Design B.A.","Hof University offers two engineering bachelor programs: Engineering Science (International), which is a 7-semester program with no tuition fees; and Environmental Engineering, also a 7-semester program with no tuition fees. Both of these programs are offered on the Hof campus and start in the winter semester.",0.41025641025641024,0.2807017543859649,0.5062144994735718,0.5062144994735718,0.8159472942352295,0.6190476190476191,0.38795150552477153,0.0,0.2727272727272727,0.0,3.6154351234436035
baseline_minilm_mistral_v02,17,Computer science bachelor programs?,"Here are the programs in Computer Science (Bachelor level):

  - Business Information Systems B.Sc.
  - Computer Science (B.Sc.)
  - Computer Science (International) B.Sc.
  - Media Informatics B.Sc.
  - Mobile App Development B.Sc.","There are several computer science bachelor programs offered at Hof University. They include:
         1. Computer Science (B.Sc.), which has a duration of 7 semesters, starts in winter semester, is taught in German, and does not require tuition fees. The admission requirements state that students need an academic entrance qualification, university of applied sciences entrance qualification, or a professional qualification.
         2. Another option is the Computer Science (B.Sc.) program with a duration of 8 semesters, starting in the summer semester, taught in English/German, and also without tuition fees. This one seems to be international.

         I hope this helps! Let me know if you have any other question.",0.1971830985915493,0.1359223300970874,0.5771124958992004,0.5771124362945557,0.6233904361724854,0.8627450980392157,0.15659895784714642,0.7,0.21428571428571427,0.0,7.2336506843566895
baseline_minilm_mistral_v02,18,What master programs are in engineering?,"Here are the programs in Engineering (Master level):

  - Artificial Intelligence Aided Mobility Design M.A.
  - Composite Materials M.Eng.
  - International Project Management M.Eng./M.A.
  - Mechanical Engineering M.Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","The master programs listed at Hof University under the Faculty of Computer Science and Information Technology that fall under the category of engineering are: 
         1. Mechanical Engineering M.Eng.
         2. Software Engineering for Industrial Applications M.Eng.",0.22222222222222224,0.21428571428571427,0.6430190801620483,0.6430189609527588,0.7276555895805359,0.7692307692307693,0.395669122842642,0.375,0.15789473684210525,0.0,2.7574141025543213
baseline_minilm_mistral_v02,19,Computer science master programs?,"Here are the programs in Computer Science (Master level):

  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence and Robotics M.Sc.
  - Computer Science M.Sc.","There are two computer science master programs offered at Hof University:
         1. Computer Science M.Sc.: This program is taught in German and has no tuition fees. It lasts three semesters and is eligible for students with a background in Computer Science.
         2. Applied Research in Computer Science M.Sc.: Taught in English, this program also lasts three semesters and does not charge tuition fees. Eligible backgrounds include Computer Science, Media Informatics, Mobile Computing, and Business Information Systems.",0.3157894736842105,0.2285714285714286,0.5136464238166809,0.5136464834213257,0.6234270334243774,0.7857142857142857,0.2338210153579712,0.8333333333333334,0.5,0.0,5.211794853210449
baseline_minilm_mistral_v02,20,English-taught master programs?,"Here are the programs English-taught (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Applied Research in Computer Science M.Sc.
  - Artificial Intelligence Aided Mobility Design M.A.
  - Artificial Intelligence and Robotics M.Sc.
  - Digital Business Management (M.Sc.)
  - Digitalization and Innovation M.B.A.
  - General Management M.B.A.
  - Global Management M.A.
  - Operational Excellence M.B.A. and Eng.
  - Software Engineering for Industrial Applications M.Eng.
  - Sustainable Engineering and Project Management  M.B.A. and Eng.
  - Sustainable Textiles M.Eng.
  - Sustainable Water Management and Engineering M.Eng.
  - Textile Design M.A.","There are several English-taught master programs offered at Hof University. Here is a list of some of them along with their admission requirements:

        1. Digitalization and Innovation M.B.A.: Academic requirement: A Bachelor’s degree and one year of work experience; Language requirement: Proof of English proficiency through TOEFL, IELTS, or PTE, and basic German language skills up to level A1. By the start of the internship, students must reach a B1 German language level.
         
        2. Global Management M.A.: Module: Masterarbeit & Praktikum; No specific academic or language requirements mentioned.
         
        3. Software Engineering for Industrial Applications M.Eng.: Academic requirement: A Bachelor’s degree in software engineering or related fields and one year of work experience; Language requirement: Proof of English proficiency. Students also need to meet the German language",0.3243243243243243,0.2388059701492537,0.551524817943573,0.5515248775482178,0.621191680431366,0.6785714285714286,0.41346709387643,0.5882352941176471,0.3055555555555556,0.0,8.591468572616577
baseline_minilm_mistral_v02,21,German master programs in business?,"Here are the programs German-taught in Business (Master level):

  - Applied Psychology M.Sc.
  - Human Resource Management and Labour Law LL.M./M.A.
  - Marketing Management M.Sc.
  - Supply Chain Management M.Sc.","The following are the German master programs offered by the Business Department at Hof University with a duration of 3 semesters each and no tuition fees:
         1. Supply Chain Management M.Sc.
         2. Marketing Management M.Sc.
        Please note that eligibility requirements may apply to some programs. For more detailed information, please visit the official website or contact the university directly.",0.3666666666666667,0.2702702702702703,0.645221471786499,0.645221471786499,0.6811676025390625,0.7027027027027027,0.39282027038368017,0.5,0.4666666666666667,0.0,4.071235179901123
baseline_minilm_mistral_v02,22,Which programs are taught in German?,I found several German-taught programs. Would you like to see Bachelor or Master programs?,"The following programs are taught in German: Design and Mobility B.A., General Management M.B.A. with modules German C1.1, C1.2, and B2.1.",0.2857142857142857,0.0,0.5249717235565186,0.5249717235565186,0.6613619327545166,0.7692307692307693,0.34845022788414587,0.0,0.25,0.0,2.387263536453247
baseline_minilm_mistral_v02,23,English business master programs with no tuition?,"Here are the programs English-taught tuition-free in Business (Master level):

  - AI-Driven Supply Chain Management (M.Sc.)
  - Digital Business Management (M.Sc.)
  - Global Management M.A.","Based on the context you've provided, there is one master program offered at Hof University that is taught entirely in English and does not have tuition fees - it's called 'Digitalization and Innovation M.B.A.' However, please note that this information might change, so I recommend checking the official university website or contacting their admissions office directly to confirm the accuracy of this information before making any decisions based on it. Here's some additional information about the program:

          Type: Master
          Department: Graduate School
          Language: English
          Duration: 4 semesters
          Campus: Hof
          Start: Winter and summer semester
          Tuition Fees: 3,300 € per semester (but according to your context, it states that the tuition fees are 'none')
          Eligible Backgrounds: Engineering, Humanities, Social Sciences, Business Administration, Economics, Computer",0.1348314606741573,0.08403361344537816,0.5621053576469421,0.5621052980422974,0.6449224948883057,0.9154929577464789,0.13777317228451583,0.16666666666666666,0.36363636363636365,0.0,8.505261898040771
baseline_minilm_mistral_v02,24,Programs starting in winter semester?,Application deadlines vary by program. Please specify which program.,"The following programs start in the winter semester according to the given context: International Project Management (Engineering, Master), Human Resource Management and Labour Law (Business, Master), Marketing Management (Business, Master).",0.0,0.0,0.3661544919013977,0.3661544919013977,0.7828027009963989,1.0,0.07323089838027955,0.0,0.0,0.0,2.326406955718994
baseline_minilm_mistral_v02,25,What programs start in summer semester?,Application deadlines vary by program. Please specify which program.,"The following programs start in summer semester according to the given context:
         1. International Project Management M.Eng./M.A., Department of Engineering (German)
         2. Human Resource Management and Labour Law LL.M./M.A., Department of Business (German)
         3. Marketing Management M.Sc., Department of Business (German)
         4. Computer Science M.Sc., Department of Computer Science (German)

         Please note that there is no tuition fee mentioned for these programs. For further details or specific queries about eligibility backgrounds, language requirements, etc., please refer to the official website or contact the respective departments at Hof University.",0.03333333333333333,0.027027027027027032,0.29677459597587585,0.29677462577819824,0.6486254334449768,0.9818181818181818,0.0648094706101851,0.0,0.5,0.0,6.453185319900513
baseline_minilm_mistral_v02,26,What is the application deadlines for bachelor programs?,Application deadlines vary by program. Please specify which program.,"English, there is no need to provide proof of English language proficiency with application. However, for some programs, interviews may be conducted in English.
It is recommended to have good command over English for successful studies and communication with fellow students and professors.

To apply for a bachelor's or master's program at Hof University, you should follow these steps:
1. Check the application period and requirements for the specific program you are interested in on Hof University's website.
2. Apply via the Primus application portal during the application period. There is no application fee.
3. Upload original or certified copies of your documents, including translations if necessary, in the application portal.
4. If you are applying with documents issued in China, India, or Vietnam, you must also upload an APS certificate with your application.
5. If you do not receive your APS certificate before the application deadline,",0.060606060606060615,0.018518518518518517,0.15490658581256866,0.15490658581256866,0.33795440196990967,0.9672131147540983,0.040817382736284234,0.0,0.0,0.0,9.523322343826294
baseline_minilm_mistral_v02,27,deadlines for AI and robotics?,The application deadline for the Artificial Intelligence and Robotics M. Sc. program is November 5 - November 30.,"The Application Deadline for the Artificial Intelligence and Robotics M.Sc. program is not explicitly stated in the context. However, it mentions that applications should be sent to uni-assist e.V. at least 4 weeks before the respective application deadline of Hof University. Therefore, you should check Hof University's website or contact them directly for the exact application deadline. Here's how to reach them:
         
          Website: https://www.hof.de/en/university/study/admission/application/
          Email: studium@hof.de
          Phone: +49 3677 82-0",0.32727272727272727,0.26666666666666666,0.7007416486740112,0.7007416486740112,0.5599713325500488,0.7906976744186046,0.20293902740922087,0.6666666666666666,0.4166666666666667,0.0,6.69370174407959
baseline_minilm_mistral_v02,28,What is the application deadline for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,"The application deadlines for the programs at Hof University aren't explicitly stated in the context provided. However, it mentions that the start for the Innovative Textiles B.Eng. program is in winter semester. Generally, applications for winter semester should be submitted around mid-September to early October. Please check Hof University's official website or contact their admissions office directly for the most accurate and up-to-date information.",0.20833333333333334,0.12307692307692308,0.5660457611083984,0.5660458207130432,0.6652928590774536,0.868421052631579,0.15268284835313495,0.6666666666666666,0.25,0.0,4.097443103790283
baseline_minilm_mistral_v02,29,application period for Innovative Textiles program?,Application period for Innovative Textiles B. Eng.:  May 1 - July 15,"I don't have specific information about the application period for the Innovative Textiles program from the given context. The text provides details on several programs offered by Hof University but no information regarding their application periods is mentioned. For accurate and up-to-date information, please visit Hof University's official website or contact their admissions office directly.",0.23809523809523808,0.1694915254237288,0.7186148166656494,0.7186148762702942,0.7662583589553833,0.84375,0.19059797525405883,0.3333333333333333,0.16666666666666666,0.0,3.095956325531006
baseline_minilm_mistral_v02,30,When can I apply for Global Management?,Application period for Global Management M. A.: Winter semester: EU: May 1 - July 15 Non-EU: April 15 - May 31 Summer semester: EU: November 15 - January 15 Non-EU: November 5 - November 30 ,"The Global Management M.A. program at Hof University accepts applications during both the winter and summer semesters. To find out more about application deadlines or to start your application process, please visit their official website at https://www.hof-university.de/en/study/admission/. For any specific queries regarding admission, you may contact the Admissions Office via email at admissions@hof-university.de or by phone at +49 (0)6321 - 578 211.",0.1639344262295082,0.20779220779220778,0.6838440299034119,0.6838440299034119,0.6057375073432922,0.8809523809523809,0.31046956505094264,0.6666666666666666,0.09090909090909091,0.0,5.225618600845337
baseline_minilm_mistral_v02,31,How can I apply to the Business Law program?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-law-llb.html,"To apply to the Business Law program at Hof University, you should follow these steps:

        1. Check the admission requirements listed above to ensure you meet the qualifications. The Business Law program is a bachelor's degree offered by the Business Department and taught in German with a duration of 7 semesters. It starts in the winter semester and does not require tuition fees.

        2. Once you confirm your eligibility, visit the university website (https://www.h-da.de/en) to find the application process details or contact the Admissions Office directly via email (studium@hs-hofgeismar.de) or phone (+49 561 804-0). They will provide you with further instructions on how to submit your application materials.

        3. Prepare and gather all required documents such as transcripts, certificates, proof of language proficiency, etc., depending",0.11494252873563218,0.0392156862745098,0.7870069742202759,0.7870068550109863,0.6506043076515198,0.9358974358974359,0.1766321402329665,0.0,0.0,0.0,8.418662071228027
baseline_minilm_mistral_v02,32,Application link for Textile Design master?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/textile-design-ma.html,"I don't have the application link specifically mentioned in the context. However, you can check Hof University's official website for up-to-date application information: https://www.hof-university.de/en/.",0.16666666666666666,0.14814814814814814,0.5641112923622131,0.5641112327575684,0.39652353525161743,0.8571428571428571,0.15567938940865655,0.25,0.0,0.0,2.4251747131347656
baseline_minilm_mistral_v02,33,Where do I apply for Business Administration?,You can apply here: https://www.hof-university.com/studying-at-hof-university/our-degree-programs/business-administration-ba.html,"The admission requirements you're looking for specifically relate to the programs in Business Administration offered by Hof University of Applied Sciences: Business Administration B.A., Digital Business Management M.Sc., and Business Law LL.B. To find more detailed application instructions, please visit the official website of Hof University or contact their admissions office directly via email [info@hochschule-hof.de](mailto:info@hochschule-hof.de), phone +49 6731 977-0, or check their online portal. The specific application deadlines and procedures may vary depending on the chosen program.",0.12903225806451613,0.0,0.7554535865783691,0.7554535865783691,0.4943684935569763,0.9230769230769231,0.17416764039259688,0.0,0.0,0.0,5.779752731323242
baseline_minilm_mistral_v02,34,Is there any tuition fee for Artificial Intelligence Aided Mobility Design?,none,"I don't have that information in the context you provided. The text mentions that the tuition fees for this program are 'none'. However, it's always best to check the most current and official sources for the most accurate information. Please visit Hof University's website or contact their admissions office directly for confirmation.",0.0,0.0,0.1307336539030075,0.1307336390018463,0.4142111539840698,1.0,0.026146727800369265,0.0,0.5,0.0,3.0738189220428467
baseline_minilm_mistral_v02,35,Tuition fee for Software Engineering for Industrial Applications?,"3,300 € per semester","3,300 € per semester",1.0,1.0,1.000000238418579,1.0,0.45728710293769836,0.0,1.0,1.0,1.0,1.0,0.8568077087402344
